gmlid,area,code,fixed,lat,lon
pt_psn1,1,1,50,43.063167,141.346118
pt_psn10,1,2,50,43.054342,141.379736
pt_psn100,1,4,50,43.09469,141.322424
pt_psn101,1,4,50,43.133325,141.356557
pt_psn102,1,4,50,43.127325,141.337337
pt_psn103,1,4,50,43.085537,141.343901
pt_psn104,1,4,50,43.096024,141.3382
pt_psn105,1,4,50,43.106467,141.338061
pt_psn106,1,4,50,43.110786,141.350746
pt_psn107,1,4,50,43.112522,141.364985
pt_psn108,1,4,50,43.102552,141.387751
pt_psn109,1,4,50,43.094775,141.377613
pt_psn11,1,2,50,43.041865,141.377339
pt_psn110,1,4,50,43.097415,141.415361
pt_psn111,1,4,50,43.079084,141.401251
pt_psn112,1,4,50,43.075445,141.383976
pt_psn113,1,4,50,43.07818,141.369211
pt_psn114,1,4,0,43.073499,141.354478
pt_psn115,1,4,50,43.09458,141.357171
pt_psn116,1,4,0,43.073307,141.41164
pt_psn117,1,4,0,43.059418,141.370394
pt_psn118,1,4,0,43.061724,141.386198
pt_psn119,1,4,50,43.050864,141.389782
pt_psn12,1,2,50,43.077177,141.279957
pt_psn120,1,4,50,43.036228,141.43214
pt_psn121,1,4,0,43.040312,141.406271
pt_psn122,1,4,0,43.05133,141.408579
pt_psn123,1,4,0,43.0427,141.424291
pt_psn124,1,4,50,43.057975,141.418545
pt_psn125,1,4,50,43.053365,141.440249
pt_psn126,1,4,50,43.044299,141.370189
pt_psn127,1,4,50,43.031117,141.396227
pt_psn128,1,4,50,43.003314,141.385396
pt_psn129,1,4,50,43.03431,141.358369
pt_psn13,1,2,50,43.03868,141.468599
pt_psn130,1,4,50,43.020702,141.421364
pt_psn131,1,4,50,43.026838,141.369007
pt_psn132,1,4,50,43.042421,141.38631
pt_psn133,1,4,50,43.014257,141.398978
pt_psn134,1,4,50,43.035671,141.37059
pt_psn135,1,4,0,43.050019,141.374845
pt_psn136,1,4,50,43.003729,141.348594
pt_psn137,1,4,50,42.99037,141.353122
pt_psn138,1,4,50,43.011201,141.365897
pt_psn139,1,4,50,42.970372,141.338068
pt_psn14,1,2,0,43.109935,141.254309
pt_psn140,1,4,50,42.986592,141.335124
pt_psn141,1,4,50,42.963978,141.164361
pt_psn142,1,4,50,42.961865,141.296142
pt_psn143,1,4,50,42.99934,141.324985
pt_psn144,1,4,0,43.082108,141.310148
pt_psn145,1,4,50,43.072942,141.299038
pt_psn146,1,8,0,43.066415,141.297622
pt_psn147,1,4,0,43.079219,141.288983
pt_psn148,1,4,0,43.062803,141.265069
pt_psn149,1,4,0,43.100661,141.29001
pt_psn15,1,2,50,41.784039,140.731709
pt_psn150,1,4,50,43.073839,141.312927
pt_psn151,1,4,0,43.091495,141.307981
pt_psn152,1,4,50,43.089523,141.29326
pt_psn153,1,4,50,43.033896,141.459249
pt_psn154,1,4,50,43.03684,141.473386
pt_psn155,1,4,0,43.019845,141.470929
pt_psn156,1,4,50,43.042395,141.461637
pt_psn157,1,4,0,43.03684,141.473386
pt_psn158,1,4,0,43.060171,141.476552
pt_psn159,1,4,0,43.116936,141.267983
pt_psn16,1,2,0,41.796013,140.751973
pt_psn160,1,4,0,43.128513,141.212827
pt_psn161,1,4,0,43.117269,141.241652
pt_psn162,1,4,0,43.13888,141.235248
pt_psn163,1,4,50,43.133377,141.209264
pt_psn164,1,4,0,43.097271,141.25829
pt_psn165,1,4,0,43.130989,141.243762
pt_psn166,1,4,0,43.000121,141.439003
pt_psn167,1,4,50,42.990178,141.450974
pt_psn168,1,4,0,42.981272,141.454396
pt_psn169,1,4,50,43.011065,141.449057
pt_psn17,1,2,50,43.194756,140.994038
pt_psn170,1,4,50,41.797537,140.73407
pt_psn171,1,4,0,41.810967,140.714166
pt_psn172,1,4,0,41.764429,140.719239
pt_psn173,1,4,0,41.75691,140.717867
pt_psn174,1,4,50,41.770179,140.734321
pt_psn175,1,4,50,41.77252,140.727714
pt_psn176,1,4,0,41.78801,140.732264
pt_psn178,1,4,0,41.832286,140.729397
pt_psn179,1,4,50,41.78244,140.776493
pt_psn18,1,2,50,43.770651,142.366824
pt_psn180,1,4,0,41.818424,140.733791
pt_psn181,1,4,50,41.77779,140.740514
pt_psn182,1,4,0,41.781207,140.760485
pt_psn183,1,4,0,41.788622,140.757013
pt_psn184,1,4,50,41.815453,140.753678
pt_psn185,1,4,0,41.809954,140.763817
pt_psn186,1,4,0,41.804788,140.773122
pt_psn187,1,4,50,41.781958,140.782624
pt_psn188,1,4,0,41.790794,140.786228
pt_psn189,1,4,0,41.807727,140.744445
pt_psn19,1,2,0,43.758237,142.386045
pt_psn190,1,4,0,41.78965,140.750096
pt_psn191,1,4,50,43.191725,141.00128
pt_psn192,1,4,50,43.184114,140.986893
pt_psn193,1,4,0,43.1742,141.035528
pt_psn194,1,4,50,43.182953,141.006933
pt_psn195,1,4,50,43.209362,140.998418
pt_psn196,1,4,50,43.196947,140.994197
pt_psn198,1,4,0,43.138763,141.161434
pt_psn199,1,4,0,43.180532,141.028418
pt_psn2,1,1,50,41.796013,140.751973
pt_psn20,1,2,50,42.34111,141.027566
pt_psn200,1,4,0,43.175645,141.056498
pt_psn201,1,4,50,43.207862,140.981086
pt_psn203,1,4,0,43.782289,142.356908
pt_psn204,1,4,50,43.763763,142.359825
pt_psn205,1,4,0,43.789843,142.32616
pt_psn206,1,4,50,43.774096,142.344101
pt_psn207,1,4,0,43.767958,142.376628
pt_psn208,1,4,0,43.798955,142.379737
pt_psn209,1,4,0,43.817991,142.359057
pt_psn21,1,2,0,42.986695,144.381188
pt_psn210,1,4,0,43.76429,142.332689
pt_psn211,1,4,0,43.79299,142.354323
pt_psn212,1,4,0,43.771734,142.355714
pt_psn213,1,4,0,43.771844,142.31669
pt_psn214,1,4,0,43.812401,142.37859
pt_psn215,1,4,0,43.809303,142.431501
pt_psn216,1,4,50,43.794762,142.40829
pt_psn217,1,4,0,43.781952,142.373373
pt_psn218,1,4,0,43.762346,142.345854
pt_psn219,1,4,0,43.777846,142.38596
pt_psn22,1,2,50,42.93221,143.202258
pt_psn220,1,4,0,43.744017,142.399155
pt_psn221,1,4,50,43.752515,142.374657
pt_psn222,1,4,0,43.762347,142.375434
pt_psn223,1,4,50,43.758621,142.399209
pt_psn224,1,4,50,43.736073,142.382296
pt_psn225,1,4,0,42.36043,141.03457
pt_psn226,1,4,50,42.318597,140.973132
pt_psn227,1,6,50,42.336862,140.957048
pt_psn228,1,8,50,42.363623,141.024987
pt_psn229,1,4,50,42.353096,141.013989
pt_psn23,1,2,50,43.813197,143.899197
pt_psn230,1,4,50,42.344458,141.029432
pt_psn231,1,4,50,42.378537,140.941131
pt_psn232,1,4,50,42.312737,140.991798
pt_psn233,1,4,50,42.362067,140.979963
pt_psn234,1,4,0,42.334736,141.00999
pt_psn235,1,4,0,43.010554,144.383742
pt_psn236,1,4,0,42.98521,144.387209
pt_psn237,1,4,0,42.989887,144.383531
pt_psn238,1,4,0,42.997207,144.379965
pt_psn239,1,4,0,42.963117,144.428851
pt_psn24,1,2,50,43.058575,141.97534
pt_psn242,1,4,50,43.024941,144.35126
pt_psn243,1,4,0,42.983523,144.394336
pt_psn244,1,4,0,42.992778,144.392464
pt_psn245,1,4,0,43.010308,144.27255
pt_psn246,1,4,50,43.010046,144.362156
pt_psn247,1,4,50,43.017104,144.333299
pt_psn249,1,4,0,43.020387,144.406601
pt_psn25,1,2,50,43.198315,141.773587
pt_psn250,1,4,0,42.977335,144.386689
pt_psn251,1,4,0,42.985642,144.431461
pt_psn253,1,4,0,42.970449,144.417296
pt_psn254,1,4,0,42.891083,143.194489
pt_psn255,1,4,0,42.918358,143.202994
pt_psn256,1,4,0,42.911911,143.137917
pt_psn257,1,4,0,42.913924,143.198594
pt_psn258,1,4,0,42.923635,143.199938
pt_psn259,1,4,0,42.934326,143.169024
pt_psn26,1,2,50,44.020654,144.274739
pt_psn260,1,4,0,42.925826,143.12525
pt_psn261,1,4,0,42.875783,143.150371
pt_psn262,1,4,0,42.909693,143.206744
pt_psn263,1,4,0,42.922164,143.211493
pt_psn264,1,4,50,42.920078,143.17392
pt_psn265,1,4,0,42.909248,143.186245
pt_psn266,1,4,50,43.80542,143.897031
pt_psn267,1,4,0,43.814779,143.859978
pt_psn268,1,4,0,43.799476,143.878005
pt_psn269,1,4,50,43.812974,143.881337
pt_psn27,1,2,0,43.938276,141.655738
pt_psn270,1,4,50,43.799617,143.901769
pt_psn271,1,4,50,43.785859,143.624886
pt_psn272,1,4,0,43.024993,141.97277
pt_psn273,1,4,0,43.001806,142.007645
pt_psn274,1,8,0,43.0504642,141.9664109
pt_psn275,1,4,50,43.20347,141.760908
pt_psn277,1,4,50,43.210137,141.781913
pt_psn278,1,4,0,43.185695,141.764464
pt_psn279,1,4,0,44.021237,144.253575
pt_psn28,1,2,50,42.633891,141.603843
pt_psn280,1,4,0,44.00455,144.280197
pt_psn281,1,4,0,44.022848,144.267518
pt_psn282,1,4,0,43.942525,141.651377
pt_psn283,1,4,0,43.939275,141.639323
pt_psn284,1,4,0,42.639251,141.596399
pt_psn285,1,4,0,42.61111,141.494666
pt_psn286,1,4,0,42.636111,141.57382
pt_psn287,1,4,0,42.626611,141.539299
pt_psn288,1,4,0,42.669585,141.696859
pt_psn289,1,4,0,42.647834,141.611702
pt_psn29,1,2,50,45.400499,141.683229
pt_psn290,1,4,0,42.658528,141.617728
pt_psn291,1,4,0,42.630057,141.595123
pt_psn292,1,4,0,42.645834,141.599093
pt_psn293,1,4,0,42.62685,141.580069
pt_psn294,1,4,0,42.642224,141.617702
pt_psn295,1,4,50,45.397583,141.68784
pt_psn296,1,4,0,45.417664,141.676756
pt_psn297,1,4,50,45.386021,141.705756
pt_psn298,1,4,50,43.330792,141.861558
pt_psn299,1,4,0,43.513663,142.18785
pt_psn3,1,1,50,43.758229,142.386152
pt_psn30,1,2,50,43.340125,141.863613
pt_psn300,1,4,50,43.111113,141.557486
pt_psn301,1,4,0,43.074201,141.495667
pt_psn302,1,4,50,43.107281,141.573707
pt_psn303,1,4,50,43.089809,141.531669
pt_psn304,1,4,50,43.067616,141.491105
pt_psn305,1,4,50,43.091975,141.521712
pt_psn306,1,4,0,43.555218,142.048391
pt_psn307,1,4,0,43.563205,142.041984
pt_psn308,1,4,50,44.351472,143.351664
pt_psn309,1,4,50,44.172081,142.388602
pt_psn31,1,2,0,43.516644,142.192377
pt_psn310,1,4,0,44.349119,142.464917
pt_psn311,1,4,50,44.349067,142.455032
pt_psn312,1,4,50,43.32716,145.582208
pt_psn313,1,4,50,43.33172,145.579065
pt_psn314,1,4,50,43.331754,145.598511
pt_psn315,1,4,50,42.827316,141.652222
pt_psn316,1,4,50,42.785658,141.601083
pt_psn317,1,4,50,42.833648,141.662023
pt_psn318,1,4,50,42.836247,141.629155
pt_psn319,1,4,50,42.816982,141.648548
pt_psn32,1,2,50,43.106669,141.543737
pt_psn320,1,4,0,43.554658,141.90132
pt_psn321,1,4,0,43.572518,141.916068
pt_psn322,1,4,0,43.554492,141.907597
pt_psn323,1,4,0,43.492526,141.908825
pt_psn324,1,4,0,43.475916,141.902272
pt_psn325,1,4,0,43.519984,142.045135
pt_psn326,1,4,0,43.720787,142.042633
pt_psn327,1,4,0,43.346308,142.391538
pt_psn328,1,4,50,42.379758,141.065739
pt_psn329,1,4,0,42.491112,141.144138
pt_psn33,1,2,0,43.551663,142.05689
pt_psn330,1,4,50,42.401927,141.095036
pt_psn332,1,4,50,42.452507,141.178025
pt_psn333,1,4,0,42.902692,141.579356
pt_psn334,1,4,0,42.888888,141.573662
pt_psn335,1,4,50,42.469701,140.855901
pt_psn336,1,4,50,42.472254,140.872799
pt_psn337,1,4,0,42.970653,141.479584
pt_psn338,1,4,50,42.979953,141.56229
pt_psn339,1,4,50,42.987987,141.564492
pt_psn34,1,2,0,44.34543,143.353697
pt_psn340,1,4,50,43.1481,141.292479
pt_psn341,1,4,0,43.173542,141.316308
pt_psn342,1,4,0,41.815718,140.704363
pt_psn343,1,4,0,41.81831,140.642993
pt_psn344,1,4,50,41.485702,140.253515
pt_psn345,1,4,0,41.897214,140.691352
pt_psn346,1,4,50,42.517795,140.379849
pt_psn347,1,4,0,42.428808,140.017232
pt_psn348,1,4,50,42.901887,140.745843
pt_psn349,1,4,50,42.98304,140.515997
pt_psn35,1,2,50,44.17722,142.399489
pt_psn350,1,4,0,43.187136,140.794266
pt_psn351,1,4,0,43.430728,141.888999
pt_psn352,1,4,50,43.058514,141.776775
pt_psn353,1,4,0,43.850074,142.770755
pt_psn354,1,4,0,43.59087,142.471435
pt_psn355,1,4,50,43.457522,142.469942
pt_psn356,1,4,0,44.482629,142.349724
pt_psn357,1,4,0,44.3702,141.707484
pt_psn358,1,4,0,43.832458,144.105853
pt_psn359,1,4,0,44.059431,143.524067
pt_psn36,1,2,50,44.355313,142.463389
pt_psn360,1,4,0,42.51639,141.300791
pt_psn361,1,4,0,42.55722,141.365232
pt_psn362,1,4,50,42.539515,140.772527
pt_psn363,1,4,0,42.563309,140.815518
pt_psn364,1,4,0,42.575678,141.930683
pt_psn365,1,4,0,42.520112,142.026813
pt_psn366,1,4,0,42.170868,142.766248
pt_psn367,1,4,50,42.336329,142.361552
pt_psn368,1,4,0,42.992599,143.200406
pt_psn369,1,4,0,42.950049,143.205297
pt_psn37,1,2,50,43.245691,141.874036
pt_psn370,1,4,0,43.012309,142.886503
pt_psn371,1,4,0,42.912015,143.05288
pt_psn372,1,4,0,42.913749,143.257656
pt_psn373,1,4,50,43.236637,143.546055
pt_psn374,1,4,0,43.038054,144.456678
pt_psn375,1,4,0,43.007333,144.403296
pt_psn376,1,4,0,43.043866,144.850974
pt_psn377,1,4,0,42.954713,144.079144
pt_psn378,1,4,0,43.553006,144.982415
pt_psn379,1,5,50,43.161496,141.358706
pt_psn38,1,2,50,43.33197,145.585259
pt_psn380,1,5,0,41.801707,140.828895
pt_psn381,1,5,0,41.932306,140.948602
pt_psn382,1,5,0,41.794389,140.860016
pt_psn383,1,5,0,41.755517,141.077074
pt_psn384,1,5,0,41.785216,141.105953
pt_psn385,1,5,0,41.740605,140.921668
pt_psn386,1,5,0,41.720554,141.01019
pt_psn387,1,5,0,41.781943,140.809494
pt_psn388,1,5,0,41.752853,140.883698
pt_psn389,1,5,0,41.76124,140.832509
pt_psn39,1,2,50,42.824454,141.65388
pt_psn390,1,5,0,41.829509,141.141697
pt_psn391,1,5,0,41.907893,140.975016
pt_psn392,1,5,0,41.892617,141.013937
pt_psn393,1,5,50,43.223221,140.962114
pt_psn394,1,5,0,43.209,140.929617
pt_psn395,1,5,0,43.197026,140.854345
pt_psn396,1,5,0,43.721428,142.184037
pt_psn397,1,5,0,43.832924,142.409096
pt_psn398,1,5,0,43.769462,142.468063
pt_psn399,1,5,0,43.726621,142.454142
pt_psn4,1,1,0,42.986723,144.38116
pt_psn40,1,2,0,43.557047,141.915374
pt_psn400,1,5,0,43.684941,142.391437
pt_psn401,1,5,0,43.64067,142.452824
pt_psn402,1,4,0,43.770932,142.431733
pt_psn403,1,5,0,43.432652,144.099459
pt_psn404,1,5,0,43.111895,144.123955
pt_psn405,1,5,50,42.89158,143.932627
pt_psn406,1,5,0,43.198357,144.146504
pt_psn407,1,5,50,42.959701,144.446849
pt_psn408,1,5,0,42.845059,143.180028
pt_psn409,1,5,0,42.793197,143.163227
pt_psn41,1,2,0,43.485647,141.906818
pt_psn410,1,5,50,43.7539105,143.5021613
pt_psn411,1,5,50,43.82376,143.924971
pt_psn412,1,5,50,43.754745,143.834068
pt_psn413,1,5,50,44.119721,144.070279
pt_psn414,1,5,50,43.899214,143.900721
pt_psn415,1,5,0,43.798886,143.751002
pt_psn416,1,5,50,43.859533,143.948903
pt_psn417,1,5,50,43.802974,143.809122
pt_psn418,1,5,0,42.93598,142.038648
pt_psn419,1,5,50,42.955783,142.032368
pt_psn42,1,2,0,43.71484,142.033023
pt_psn420,1,5,0,43.020729,142.079952
pt_psn421,1,5,50,43.118923,141.744136
pt_psn422,1,5,50,43.215507,141.764999
pt_psn423,1,5,0,43.163336,141.755078
pt_psn424,1,5,50,43.162834,141.812684
pt_psn425,1,5,0,43.182555,141.720052
pt_psn426,1,5,0,43.220692,141.800098
pt_psn427,1,5,0,43.16298,141.913589
pt_psn428,1,5,0,43.263184,141.696632
pt_psn429,1,5,50,43.150223,141.654503
pt_psn43,1,2,0,43.339226,142.391538
pt_psn430,1,5,0,44.011512,144.114612
pt_psn431,1,5,0,43.963519,144.217634
pt_psn432,1,5,0,43.967244,144.321348
pt_psn433,1,5,0,44.013709,144.233327
pt_psn434,1,5,0,43.954246,144.358067
pt_psn435,1,5,0,43.951494,141.64313
pt_psn436,1,5,0,43.915059,141.697535
pt_psn437,1,5,0,43.856706,141.758511
pt_psn438,1,5,0,42.628634,141.724465
pt_psn439,1,5,50,45.486551,141.880288
pt_psn44,1,2,50,42.476775,140.859578
pt_psn440,1,5,0,45.520433,141.941027
pt_psn441,1,5,0,45.252078,141.8505
pt_psn442,1,5,50,45.405469,141.751501
pt_psn443,1,5,50,45.444633,141.650964
pt_psn444,1,5,0,45.259266,141.686626
pt_psn445,1,5,0,43.292964,141.847756
pt_psn446,1,5,0,43.339872,141.781038
pt_psn447,1,5,0,43.3734638,141.8727721
pt_psn448,1,5,50,43.335143,141.893436
pt_psn449,1,5,0,43.309184,141.874115
pt_psn45,1,2,50,41.4302,140.11172
pt_psn450,1,5,0,43.265716,141.818039
pt_psn451,1,5,0,43.532612,142.174517
pt_psn452,1,5,0,43.492548,142.202171
pt_psn453,1,5,0,43.614993,142.201637
pt_psn454,1,5,0,43.490982,142.172042
pt_psn455,1,5,0,43.474627,142.258988
pt_psn456,1,5,0,43.452057,142.16064
pt_psn457,1,5,50,43.114749,141.469606
pt_psn458,1,5,0,43.580827,142.020309
pt_psn459,1,5,0,43.542084,142.126521
pt_psn46,1,2,50,41.676652,140.434543
pt_psn460,1,5,0,43.539222,142.085415
pt_psn461,1,5,50,44.371953,143.313707
pt_psn462,1,5,0,44.277412,143.452261
pt_psn463,1,5,0,44.24577,143.258081
pt_psn464,1,5,0,44.175132,142.274278
pt_psn465,1,5,0,44.130784,142.488328
pt_psn466,1,5,0,44.239212,142.394543
pt_psn467,1,5,0,44.17386,142.434514
pt_psn468,1,5,0,44.117066,142.601171
pt_psn469,1,5,0,44.439213,142.404322
pt_psn47,1,2,50,42.104666,140.566399
pt_psn470,1,5,0,44.27085,142.464895
pt_psn471,1,5,0,44.292509,142.420485
pt_psn472,1,5,50,43.237246,141.817291
pt_psn473,1,5,50,43.260324,141.955894
pt_psn474,1,5,0,43.251994,141.914282
pt_psn475,1,5,0,43.234386,141.885563
pt_psn476,1,5,50,43.258015,141.939362
pt_psn477,1,5,50,43.290836,145.584677
pt_psn478,1,5,0,43.230806,145.251376
pt_psn479,1,5,50,43.341334,145.753187
pt_psn48,1,2,0,42.255307,140.274417
pt_psn480,1,5,50,43.38533,145.812486
pt_psn481,1,5,0,43.186708,145.506215
pt_psn482,1,5,50,42.773782,141.405466
pt_psn483,1,5,0,42.907197,141.720676
pt_psn484,1,5,0,43.624959,141.941452
pt_psn485,1,5,0,43.572351,141.892764
pt_psn486,1,5,0,43.571965,141.98184
pt_psn487,1,5,0,43.592628,141.925149
pt_psn488,1,5,50,43.52905,141.921265
pt_psn489,1,5,0,43.493278,141.989541
pt_psn49,1,2,50,41.865317,140.1237
pt_psn490,1,5,0,43.726874,142.042505
pt_psn491,1,5,0,43.659235,141.989113
pt_psn492,1,5,0,43.696039,142.076242
pt_psn493,1,5,0,43.68795,142.175209
pt_psn494,1,5,0,43.809025,142.024962
pt_psn495,1,5,0,43.886907,142.101812
pt_psn496,1,5,0,43.728571,142.13139
pt_psn497,1,5,0,43.244796,142.382082
pt_psn498,1,5,0,43.215048,142.441126
pt_psn499,1,5,0,43.301584,142.525371
pt_psn5,1,1,0,43.813225,143.899169
pt_psn50,1,2,0,42.41625,139.878771
pt_psn500,1,5,0,42.906165,141.605381
pt_psn501,1,5,0,42.921563,141.575405
pt_psn502,1,5,0,42.385616,140.909398
pt_psn503,1,5,50,42.673093,141.082495
pt_psn504,1,5,0,42.4891961,140.8371248
pt_psn505,1,5,0,42.516394,140.790152
pt_psn506,1,5,50,43.0140869,141.5009158
pt_psn507,1,5,0,42.941546,141.503972
pt_psn508,1,5,0,43.399574,141.435466
pt_psn509,1,5,0,43.243527,141.350549
pt_psn51,1,2,0,42.793219,140.229615
pt_psn510,1,5,0,43.578613,141.387056
pt_psn511,1,5,0,43.244958,141.370646
pt_psn512,1,5,0,43.601283,141.38575
pt_psn513,1,5,0,43.316012,141.419093
pt_psn514,1,5,0,41.884024,140.642602
pt_psn515,1,5,0,41.737735,140.58478
pt_psn516,1,5,50,41.766037,140.603471
pt_psn517,1,5,0,43.1911,141.447518
pt_psn518,1,5,0,43.305038,141.604166
pt_psn519,1,5,0,43.220349,141.515483
pt_psn52,1,2,50,42.900915,140.755148
pt_psn520,1,5,0,43.224409,141.649055
pt_psn521,1,5,0,41.550183,139.992587
pt_psn522,1,5,50,41.481219,140.024948
pt_psn523,1,5,50,41.41804,140.164438
pt_psn524,1,5,50,41.436155,140.230219
pt_psn525,1,5,50,41.594579,140.416438
pt_psn526,1,5,0,41.564997,140.42795
pt_psn527,1,5,50,41.699958,140.505066
pt_psn528,1,5,0,41.86479,140.721917
pt_psn529,1,5,50,41.980267,140.673704
pt_psn53,1,2,0,42.979207,140.510331
pt_psn530,1,5,0,41.926326,140.654459
pt_psn531,1,5,50,42.034003,140.820138
pt_psn532,1,5,0,42.034758,140.608262
pt_psn533,1,5,50,42.124617,140.666904
pt_psn534,1,5,0,42.135244,140.507127
pt_psn535,1,5,0,42.129144,139.97767
pt_psn536,1,5,0,42.0707397,140.068279
pt_psn537,1,5,0,42.218508,140.379078
pt_psn538,1,5,0,42.189845,140.425607
pt_psn539,1,5,50,42.435621,140.321485
pt_psn54,1,2,0,43.195773,140.783628
pt_psn540,1,5,0,42.586748,140.467274
pt_psn541,1,5,50,41.934433,140.150086
pt_psn542,1,5,50,41.802769,140.121091
pt_psn543,1,5,50,41.702389,140.027854
pt_psn544,1,5,0,41.752007,140.0618
pt_psn545,1,5,50,41.780995,140.153729
pt_psn546,1,5,50,41.750847,140.241757
pt_psn547,1,5,0,41.888622,140.32908
pt_psn548,1,5,0,41.920092,140.223605
pt_psn549,1,5,50,41.933898,140.324846
pt_psn55,1,2,50,43.056153,141.789746
pt_psn550,1,5,50,41.970876,140.13858
pt_psn551,1,5,50,42.047325,140.082976
pt_psn552,1,5,50,42.172042,139.513652
pt_psn553,1,5,50,42.060774,139.447275
pt_psn554,1,5,0,42.22886,139.875781
pt_psn555,1,5,0,42.35759,139.90755
pt_psn556,1,5,0,42.449206,139.852792
pt_psn557,1,5,0,42.225435,139.820647
pt_psn558,1,5,0,42.700304,140.060592
pt_psn559,1,5,0,42.747861,140.133626
pt_psn56,1,2,0,43.809354,141.928443
pt_psn560,1,5,0,42.86352,140.35199
pt_psn561,1,5,0,42.757197,140.276669
pt_psn562,1,5,0,42.667684,140.30637
pt_psn563,1,5,0,42.671018,140.381709
pt_psn564,1,5,0,42.878907,140.368238
pt_psn565,1,5,50,42.7982,140.593917
pt_psn566,1,5,0,42.763173,140.467041
pt_psn567,1,5,50,42.805114,140.525951
pt_psn568,1,5,50,42.803841,140.687993
pt_psn569,1,5,0,42.766799,140.802013
pt_psn57,1,2,0,44.474268,142.349641
pt_psn570,1,5,50,42.734347,140.874863
pt_psn571,1,5,0,42.795794,140.93936
pt_psn572,1,5,0,42.766814,140.976037
pt_psn573,1,5,0,42.859063,140.882668
pt_psn574,1,5,0,42.896587,140.834987
pt_psn575,1,5,0,42.983515,140.652902
pt_psn576,1,5,50,42.973171,140.673278
pt_psn577,1,5,0,42.979454,140.581385
pt_psn578,1,5,0,43.0154851,140.5686286
pt_psn579,1,5,0,42.976401,140.490916
pt_psn58,1,2,0,44.362729,141.702013
pt_psn580,1,5,0,43.062349,140.497831
pt_psn581,1,5,0,43.143741,140.43027
pt_psn582,1,5,0,43.36647,140.473112
pt_psn583,1,5,50,43.298147,140.598248
pt_psn584,1,5,0,43.326137,140.379205
pt_psn586,1,5,50,43.266116,140.639522
pt_psn587,1,5,0,43.044677,140.729697
pt_psn588,1,5,50,43.160966,140.773453
pt_psn589,1,5,0,43.213822,140.771897
pt_psn59,1,2,0,44.889507,141.744866
pt_psn590,1,5,0,43.082703,140.815966
pt_psn591,1,5,50,43.064676,141.652813
pt_psn592,1,5,50,43.482061,141.953075
pt_psn593,1,5,50,43.48241,141.987398
pt_psn594,1,5,0,42.945556,141.806055
pt_psn595,1,5,0,42.916923,141.894187
pt_psn596,1,5,0,43.011908,141.78572
pt_psn597,1,4,0,43.011878,141.691813
pt_psn598,1,5,0,42.963347,141.681912
pt_psn599,1,5,0,43.060516,141.726712
pt_psn6,1,2,50,43.062164,141.349533
pt_psn60,1,2,0,44.939736,142.582419
pt_psn600,1,5,0,43.03074,141.808328
pt_psn601,1,5,0,43.021437,141.864073
pt_psn602,1,5,0,43.340036,141.67502
pt_psn603,1,5,0,43.371368,141.74415
pt_psn604,1,5,0,43.435335,141.822447
pt_psn605,1,5,0,43.399504,141.779841
pt_psn606,1,5,0,43.497857,141.862884
pt_psn607,1,5,0,43.54405,141.884404
pt_psn608,1,5,0,43.591848,141.870766
pt_psn609,1,5,0,43.69098,141.964697
pt_psn61,1,2,50,43.822451,144.102066
pt_psn610,1,5,0,43.766527,141.959777
pt_psn611,1,5,0,43.644676,141.888561
pt_psn613,1,5,0,43.768693,141.878769
pt_psn614,1,5,0,43.732988,141.878359
pt_psn615,1,5,0,43.817619,141.999534
pt_psn616,1,5,0,43.850571,141.881306
pt_psn617,1,5,0,44.280505,142.161254
pt_psn618,1,5,0,44.009562,142.154494
pt_psn619,1,5,0,43.844393,142.354931
pt_psn62,1,2,0,43.91312,144.666374
pt_psn620,1,5,0,43.877419,142.371372
pt_psn621,1,5,0,43.821062,142.33524
pt_psn622,1,5,0,43.645006,142.581727
pt_psn623,1,5,0,43.699192,142.452653
pt_psn625,1,5,0,43.836166,142.474442
pt_psn626,1,5,0,43.826041,142.512556
pt_psn627,1,5,0,43.874479,142.478001
pt_psn628,1,5,0,43.924806,142.476081
pt_psn629,1,5,0,43.849433,142.694262
pt_psn63,1,2,50,44.066285,143.526938
pt_psn630,1,5,50,43.905617,142.579406
pt_psn631,1,5,0,43.72604,142.948082
pt_psn632,1,5,50,43.708664,142.487093
pt_psn633,1,5,0,43.698666,142.50587
pt_psn634,1,5,0,43.406162,142.424118
pt_psn635,1,5,0,43.163974,142.568865
pt_psn636,1,5,0,43.135945,142.415049
pt_psn637,1,5,0,43.123788,142.667443
pt_psn638,1,5,50,42.978406,142.402809
pt_psn639,1,5,0,44.024904,142.412247
pt_psn64,1,2,0,44.469128,143.126993
pt_psn640,1,5,0,44.098275,142.362743
pt_psn641,1,5,0,44.318828,142.768838
pt_psn642,1,5,0,44.304713,142.630738
pt_psn643,1,5,0,44.596724,142.302305
pt_psn644,1,5,0,44.726792,142.260216
pt_psn645,1,5,0,44.742783,142.047737
pt_psn646,1,5,0,44.809554,142.072618
pt_psn647,1,5,0,43.873865,141.587553
pt_psn648,1,5,0,43.856315,141.516956
pt_psn649,1,5,0,43.836477,141.494922
pt_psn65,1,2,0,42.512141,142.035451
pt_psn650,1,5,0,44.153732,141.656247
pt_psn651,1,5,0,44.014109,141.662074
pt_psn653,1,5,0,44.264217,141.715989
pt_psn654,1,5,0,44.310372,141.655521
pt_psn655,1,5,0,44.229716,141.656832
pt_psn656,1,5,50,44.43896,141.427033
pt_psn658,1,5,0,44.426348,141.328741
