idref,score,geom
n00091,30,0,0101000020041200000677B17A91ED6040F1CEEB996FD84040
n00092,30,0,0101000020041200005AF624B039ED604003FDCFAB4BDA4040
n00093,30,0,0101000020041200009C84775E4FEB604065598BAABAD74040
n00094,30,0,0101000020041200002E80DF756CEB6040CCEAC2B414D74040
n00096,30,0,010100002004120000F9A1D28819EB6040D230218BD9D64040
n00097,30,0,01010000200412000050711C7835EB6040D4D4B2B5BED74040
n00098,30,0,01010000200412000018A2F952AEEC6040CB0347B87FD34040
n00099,30,0,010100002004120000AE0507C560EC6040A824A1E359D54040
n00100,30,0,01010000200412000025034015B7EE6040AD399BE9B9C94040
n00101,30,0,0101000020041200001F5DB6E7C3ED60406C02B1112DC94040
n00102,30,0,010100002004120000034CCFAA85EF604022BB1CC06CDD4040
n00103,30,0,010100002004120000E0BA624678EF6040CC2AC7BF2ADD4040
n00106,30,0,0101000020041200005FF4705D8CEC6040F56F4D70A0DE4040
n00107,30,0,01010000200412000062ABBAFDA8ED60401CF1BFF0A5E54040
n00110,30,0,0101000020041200006B2A8BC2EEEC60409B75C6F7C5E04040
n00111,30,0,0101000020041200007B04EDC4DBEC604092239D8191E04040
n00112,30,0,010100002004120000C9A60128ABEB6040577E744584E64040
n00114,30,0,010100002004120000DCF698A3E2ED604089A4CCBC0BDF4040
n00115,30,0,0101000020041200006831C22551F060401E43B6E2D1E44040
n00116,30,0,0101000020041200003182210655EB60401A9B6736D9E24040
n00117,30,0,01010000200412000083572657CCEC60408EBFFE356ADE4040
n00119,30,0,01010000200412000091099D7C5FEC6040B093556C27DC4040
n00120,30,0,010100002004120000346F302FDBEA60404A82CBBE86DF4040
n00121,30,0,010100002004120000BA98B04772F86040C481EBE5D2ED4040
n00123,30,0,010100002004120000777BB548BFF86040CC62BDACE4EA4040
n00124,30,0,0101000020041200009032E20290ED6040B334A61600F64040
n00125,30,0,01010000200412000080EB2F60EEEF6040FA06CB7D17F54040
n00126,30,0,01010000200412000036BD7ACB0BEE6040248914B996F14040
n00127,30,0,010100002004120000CC689A66F0F16040BFDDEDD522FF4040
n00132,30,0,010100002004120000ABA399DD49FA6040C891730756C24040
n00134,30,0,010100002004120000622EA9DAAEF66040A047D62B76D14040
n00135,30,0,010100002004120000C003A84E2CFE604058D240E20DCC4040
n00136,30,0,01010000200412000020741AB376FC604000EFD3A70BC74040
n00138,30,0,01010000200412000015B47F5479FD6040C778DED792CB4040
n00142,30,0,0101000020041200001FD0E34184FC6040FFCAEFD9DFCB4040
n00145,30,0,010100002004120000289B728577EA6040051C9D4E0DE74040
n00147,30,0,010100002004120000D982948E68E86040278007AB56ED4040
n00149,30,0,010100002004120000A2050DA21AE7604083D668DE16EE4040
n00150,30,0,010100002004120000F41A16FEA7EB60405F718280C6FD4040
n00151,30,0,0101000020041200006E56D867A9EB6040A5E6615749FA4040
n00152,30,0,0101000020041200005A958E835CE7604016B0D3FEBDF14040
n00153,30,0,0101000020041200002E20B41E3EE96040F4F5211400FB4040
n00154,30,0,0101000020041200005F84848398E86040FAA70AFC97FA4040
n00155,30,0,010100002004120000ADA7565FDDE5604028D0CC38B2F44040
n00156,30,0,01010000200412000093B135B6B2E660400A99D0C9F7F24040
n00157,30,0,010100002004120000117750E4A4E46040FCAB22371EF64040
n00159,30,0,010100002004120000C5DF9B4B96E36040A557B9066CFB4040
n00160,30,0,0101000020041200000DC1711937E46040894FF00346FC4040
n00161,30,0,0101000020041200004881AA76F2E36040BDD3539A83FB4040
n00163,30,0,0101000020041200009293895B05E560405794128255014140
n00168,30,0,010100002004120000F06AB93393E560400EFF44C07C044140
n00169,30,0,0101000020041200009A47591AD3E46040C7889F5AD8064140
n00171,30,0,0101000020041200001602147E84E56040540E773FB8044140
n00172,30,0,0101000020041200003451DF8D20E86040BBBB29406F074140
n00173,30,0,0101000020041200004F9C926236E66040AE7A6583F1064140
n00174,30,0,0101000020041200007B50AB43C9ED6040D2408754AC0A4140
n00175,30,0,0101000020041200008D936703D5ED6040882760E05E0B4140
n00176,30,0,0101000020041200000DEEBDAED5ED6040A2748EA61F0B4140
n00177,30,0,0101000020041200007035FCB847EB6040ECF2525678064140
n00178,30,0,010100002004120000AE17F9ABF6E660404FD5F3249F074140
n00179,30,0,010100002004120000164CA19821E8604003A557B906084140
n00180,30,0,0101000020041200002EB76A8D77E7604002D0CDA387084140
n00181,30,0,010100002004120000FFE7D5A56BEB60401975ADBD4F094140
n00182,30,0,010100002004120000F05D39315AE860408F2CAA8FD1084140
n00183,30,0,0101000020041200007E0BA13961E6604004087A0327084140
n00184,30,0,01010000200412000027518AB167E6604006C4DACEAD094140
n00185,30,0,010100002004120000ABF5341603E86040853A51B758074140
n00186,30,0,0101000020041200007C7A11124EEB604037AD6FBB2B0D4140
n00187,30,0,01010000200412000036FD7ED661EB604008F87F1F1F094140
n00188,30,0,010100002004120000116047D2A4E560408B4E965AEF094140
n00189,30,0,0101000020041200003CBB213291E56040BE45CC913A0A4140
n00190,30,0,0101000020041200007A0D0BFF73E5604000750305DE094140
n00191,30,0,01010000200412000050357A3540E360408A0FA26B150A4140
n00192,30,0,01010000200412000090436914F7E3604040D1860D600A4140
n00196,30,0,0101000020041200002B92657777E460405C21ACC612094140
n00199,30,0,01010000200412000007DE7F1A2DE46040CE5BD0D61C0A4140
n00200,30,0,0101000020041200005BBCB3D114E86040CA64822BEA194140
n00201,30,0,0101000020041200004315489A09E86040D66AB4C12E1A4140
n00202,30,0,0101000020041200009DDA745FE9E56040C430163C3B1D4140
n00204,30,0,010100002004120000D6AC33BEEFE760404D6FDAE78C204140
n00205,30,0,010100002004120000356502D946E46040A5D189A999204140
n00206,30,0,010100002004120000D8ADAFBFB6E5604029E219D93A1D4140
n00207,30,0,010100002004120000D8DBC1E3B6E560409F7F715FBD1C4140
n00208,30,0,0101000020041200001AD4C8F881E26040360CD58338234140
n00209,30,0,0101000020041200006D97EC8E3BE7604006ED7A0ED11D4140
n00210,30,0,010100002004120000A4BACA24F4E560405FFC7E7BE8164140
n00211,30,0,0101000020041200008B1068FAF6E56040A83407AD2C174140
n00212,30,0,010100002004120000E8627891EEE560402D2FAF12E2174140
n00213,30,0,0101000020041200008CC3F41880E6604007205AD020194140
n00214,30,0,010100002004120000970F520181E66040FA14B655FF184140
n00215,30,0,0101000020041200002750C42206E660401F6EE23F381E4140
n00216,30,0,01010000200412000060F2F56BE1E360404EBDC9CA8A204140
n00218,30,0,01010000200412000084013A820AE56040293BA2E7BB1F4140
n00219,30,0,010100002004120000B00BF5AA44E76040E1FD028B0D184140
n00221,30,0,0101000020041200003F36C98F78E66040CC6262F3711D4140
n00225,30,0,0101000020041200002DD38ACAE1E660407EB960BA5A1F4140
n00226,30,0,010100002004120000BFC2386EE7E560406DDEDD6F591A4140
n00227,30,0,010100002004120000E6AA1ED555E56040C1AE8108CC1B4140
n00230,30,0,010100002004120000130CE71AA6E6604077AE39515C1F4140
n00231,30,0,0101000020041200000F2D0D5762E860401E77007AD0224140
n00233,30,0,010100002004120000929B3CC06EE66040FED71423A61B4140
n00234,30,0,01010000200412000030D406CC68E66040B9DB9A19A21B4140
n00236,30,0,010100002004120000CBD93BA36DE5604090FD874F951C4140
n00237,30,0,010100002004120000A9D08AB9B5E360403FB44588E1204140
n00238,30,0,01010000200412000012972DA322E5604054742497FF1C4140
n00239,30,0,01010000200412000036A6CC727EE56040D1D84DDF211B4140
n00240,30,0,01010000200412000048FEBB996CE360403981446EE1204140
n00241,30,0,0101000020041200006A920EC593E76040C564BB8CAC204140
n00242,30,0,010100002004120000DB4A541414E5604029876066E9184140
n00243,30,0,010100002004120000F7CC9200B5E46040B8019F1F461B4140
n00244,30,0,010100002004120000614E756D14E56040732EC55565194140
n00246,30,0,0101000020041200001397885CD5E86040DF516342CC1E4140
n00249,30,0,010100002004120000A1270A9950E6604000304388D0194140
n00250,30,0,010100002004120000ECD74235CAE6604023C96251C7164140
n00251,30,0,010100002004120000885CBA9319E860405AF047F6AD204140
n00253,30,0,010100002004120000018CC28943E560402ACA00AB7E1C4140
n00254,30,0,0101000020041200002310AFEB57E46040DBCF189C77214140
n00255,30,0,0101000020041200000B293FA9F6E5604090F1CDDB7D164140
n00256,30,0,0101000020041200007659A725F1E56040BE384C8F011B4140
n00260,30,0,010100002004120000AEC89EF309E86040F7C4DF9B4B234140
n00261,30,0,010100002004120000248C5539E3E76040A2DC6C6237234140
n00263,30,0,010100002004120000088959D4CCE46040AC14A7FF511E4140
n00267,30,0,01010000200412000081E03B7B38E86040F7297DD7561A4140
n00268,30,0,010100002004120000AA20504711E56040ED10FFB0A51F4140
n00269,30,0,0101000020041200003D49152065E660406B5D0FCB0B1D4140
n00270,30,0,01010000200412000085EE92386BE6604019A5F04520214140
n00271,30,0,010100002004120000B1868BDC93E56040942D37BD30184140
n00272,30,0,010100002004120000129F3BC13EE86040D5E3631CC81E4140
n00274,30,0,010100002004120000C17FA955EAE5604085668D30FBE94040
n00275,30,0,0101000020041200008BEDA4741FF26040DB2ED91DF7D74040
n00002,25,0,010100002004120000FAADE7B563086140CF215FF877954140
n00005,25,0,01010000200412000064B8F07207086140D5AF743E3C824140
n00006,25,0,010100002004120000CD2A2279DD066140ED3C3B2A48824140
n00009,25,0,0101000020041200001DA8F8642A04614058079B9548884140
n00010,25,0,0101000020041200000562235AFC026140843AF6FDE58B4140
n00011,25,0,010100002004120000D32934B5910461404EA214634F864140
n00012,25,0,01010000200412000062365C3F18026140F821CA726D8F4140
n00015,25,0,0101000020041200007037D263E50361401CC418A2548D4140
n00016,25,0,010100002004120000C2453877C50361408B879C63E58D4140
n00019,25,0,010100002004120000CBF21A60CB0261403A7BC26DC88E4140
n00020,25,0,01010000200412000033A083D3670361401E2F490AD18C4140
n00021,25,0,010100002004120000728687D504036140A6DE09ACD28D4140
n00022,25,0,010100002004120000118711676A036140A8EB3F21F18C4140
n00024,25,0,010100002004120000962CDD135AFF604024986A662D844140
n00025,25,0,010100002004120000AD776E90BF006140B8B9E7AF46804140
n00033,25,0,0101000020041200000A9A3B9F26006140156987646D844140
n00034,25,0,01010000200412000002E9AC6025FF604062FAB9FCE2854140
n00035,25,0,010100002004120000352493F8C1006140355DF4BAEA834140
n00036,25,0,0101000020041200003D49152025FF604021C8E64FC0844140
n00038,25,0,01010000200412000018E0CCF973086140FA08FCE1E7994140
n00039,25,0,010100002004120000DBF7A8BF5E086140D274D1EBAA984140
n00041,25,0,010100002004120000E0E302865B0961408A2F2471A09C4140
n00042,25,0,0101000020041200002B137EA9DF09614075745C8DEC974140
n00045,25,0,010100002004120000287BF07F2C07614041518F238C994140
n00046,25,0,0101000020041200006117450FFC026140D252793BC27F4140
n00047,25,0,010100002004120000788A0BF6550261409FDD6B521B814140
n00048,25,0,010100002004120000751B79C578036140EB76514F7A7F4140
n00049,25,0,0101000020041200003DFEC176660361401155F833BC7E4140
n00052,25,0,0101000020041200009F49511DE10661401DA4F1553C734140
n00053,25,0,0101000020041200009873DF205005614078B7B24467764140
n00055,25,0,010100002004120000C35F387C37FF6040E6D5EF78496D4140
n00057,25,0,01010000200412000050615BF5EF01614067ADB200B7704140
n00058,25,0,01010000200412000049D576137C026140AD7D4B4A8B744140
n00059,25,0,010100002004120000EAF81EE46B026140D8BAD408FD734140
n00061,25,0,010100002004120000FC259820D905614008550F3DCE7B4140
n00066,25,0,01010000200412000035400EEF5E056140005C2448007D4140
n00069,25,0,0101000020041200009AC7ABBDD90A61404411F7FD407A4140
n00070,25,0,010100002004120000E7FC14C7810A6140388023264D764140
n00071,25,0,010100002004120000C9C628748308614055BA601514784140
n00074,25,0,0101000020041200007EFA74E1AC08614063E1DA3F05784140
n00075,25,0,0101000020041200005C5F7F6D58026140896B6BFAA2BB4140
n00077,25,0,01010000200412000027ED574B8B0061402B40CA3E7EAB4140
n00078,25,0,010100002004120000F1EB2C1FEE006140BAE46EC61FAA4140
n00079,25,0,0101000020041200009CDEC5FBF100614058F90A77D3AA4140
n00082,25,0,01010000200412000095C9BAC9B9006140B75ED38382A94140
n00083,25,0,010100002004120000E0DD25CCCF00614015B078454BAA4140
n00084,25,0,010100002004120000658D7A88460061402E6700B90EA34140
n00085,25,0,010100002004120000492AF8128F006140CB321F6BA1A74140
n00086,25,0,01010000200412000030CE84CB4FFD6040769B81DB24AD4140
n00087,25,0,01010000200412000029D027F264FD60402819EF7D60AD4140
n00088,25,0,010100002004120000F3052D24E00061406BF4C53945B44140
n00089,25,0,010100002004120000D6726726180161400DBCFF345AB34140
n00090,25,0,01010000200412000061996D5DA0FD6040BB833353B5B74140
n00092,25,0,0101000020041200004B598638D6006140618841052CB64140
n00093,25,0,0101000020041200002EFF21FD760061400A52842FA7A64140
n00094,25,0,0101000020041200003D7E6FD31F016140E57162597AAE4140
n00095,25,0,010100002004120000018750A5660161404335CA9F14AD4140
n00096,25,0,010100002004120000DC84D61E11FF6040ADC7D864E8864140
n00097,25,0,0101000020041200001903EB387EFF604001135DBCC4884140
n00104,25,0,010100002004120000F9D5C16665FE6040290BBA185E8D4140
n00110,25,0,01010000200412000034075273C3FE604033E43334F9844140
n00127,25,0,010100002004120000D5264EEEB7FC6040C4D8F802697D4140
n00131,25,0,0101000020041200003F688709B4FD6040F1B33632347E4140
n00132,25,0,0101000020041200006540ACED9CFA60404A905BDDFB7E4140
n00134,25,0,0101000020041200002C5382B435FC6040562C7E5358884140
n00136,25,0,010100002004120000A4688AA5EDFD6040985AA5AABF7E4140
n00137,25,0,01010000200412000083D9A95EE3FD6040F5F00AE9957E4140
n00139,25,0,01010000200412000015713AC956FD60404FA5B09CCE784140
n00140,25,0,0101000020041200009103C0C253FC6040588A89720E7F4140
n00143,25,0,01010000200412000025ADF88642FD604010B80952847A4140
n00144,25,0,0101000020041200001FECB9F1D3FC60403478A922267A4140
n00147,25,0,010100002004120000239CBB0236FD60405111A7936C744140
n00148,25,0,010100002004120000738236393CFD604085C88E3287744140
n00150,25,0,0101000020041200006B15585B0CFD604018C5BCD8C5784140
n00151,25,0,0101000020041200004227DFC76CFC60401CB3EC49607E4140
n00154,25,0,010100002004120000AAF1D24D62FC6040F624B039078A4140
n00158,25,0,010100002004120000845CF3F41BFC6040828472ECEA7F4140
n00160,25,0,0101000020041200000167CE9F9BFD6040E889422674934140
n00161,25,0,010100002004120000B0B783C7EDFC604025B20FB22C7C4140
n00165,25,0,0101000020041200008DB2237A7E076140A81EC429CEBB4140
n00166,25,0,010100002004120000B2D2495B81076140973C9E961FBC4140
n00167,25,0,010100002004120000E456F77E59076140331AF9BCE2BD4140
n00168,25,0,01010000200412000021F7BE0222086140ACE1C73D02B34140
n00169,25,0,010100002004120000A0B82DDB1808614088C7348930B34140
n00172,25,0,0101000020041200009B0B1291100A6140979B5E189FB14140
n00176,25,0,010100002004120000BA4505F3FC086140613596B036B24140
n00180,25,0,010100002004120000BC9E9E2D16076140E8A562635EB64140
n00181,25,0,01010000200412000090C7C2C62B0761401700F4458CBF4140
n00189,25,0,010100002004120000EAFDEB813B0561400767A66A71974140
n00190,25,0,0101000020041200007CB779E3A405614087D2286E26924140
n00196,25,0,010100002004120000937EB1AD95096140AF2880BD1D8A4140
n00197,25,0,010100002004120000DE05A5C3DE0561408404D6BB89864140
n00198,25,0,010100002004120000AEA5DB6DB20561404E16AD927E874140
n00199,25,0,01010000200412000099AB30C7FC076140A8D9A8F34D8B4140
n00200,25,0,0101000020041200006E57433D5807614013A4085F4E914140
n00207,25,0,01010000200412000086D1072652086140902B9A7395904140
n00208,25,0,010100002004120000352E77C13B07614035AF8FF3A38C4140
n00210,25,0,01010000200412000047A9296E810861403617C9682EA24140
n00212,25,0,010100002004120000380C8BF6DD0761406117450F7C9D4140
n00214,25,0,010100002004120000859DBD8E130861408EBBF7263C9E4140
n00216,25,0,01010000200412000067A8401C9A0661404A3C45B357A04140
n00224,25,0,0101000020041200000E507523C705614052ED7838269B4140
n00225,25,0,0101000020041200000986185480076140AE2358665B9C4140
n00226,25,0,010100002004120000DDD8A2BB9A086140872A46A7F8A14140
n00227,25,0,01010000200412000064E94317D40B61404B0D23731BB74140
n00229,25,0,010100002004120000095C0D3FEE09614091291F82AAA94140
n00231,25,0,0101000020041200003A98A839D40B6140C06DB76E94AE4140
n00232,25,0,01010000200412000096276B2F3D0A61408563F1F67BA94140
n00234,25,0,0101000020041200004ABAC1AB40016140B642A21A408B4140
n00235,25,0,010100002004120000876EF6074A006140D021156B5D8D4140
n00236,25,0,0101000020041200006B285A5EDE0061401EDD088B8A894140
n00238,25,0,010100002004120000E15E99B7EAFF6040C115F5EE34884140
n00239,25,0,0101000020041200007F9AFFFC23FD604066D828EB37794140
n00240,25,0,010100002004120000C9B557D5C10661401D9F7F715F944140
n00241,25,0,010100002004120000D4D68860DC036140588CBAD6DE864140
n00242,25,0,010100002004120000770481DF10096140B8A8BB57529B4140
n00243,25,0,010100002004120000D5230D6E2B0761400498E8E2259A4140
n00245,25,0,0101000020041200004E3CB19822036140FD005AA9567F4140
n00246,25,0,0101000020041200003D1A3D6D430161409333B9BD49BB4140
n00248,25,0,0101000020041200002C5D667DAFFE60405CA56032FA7A4140
n00249,25,0,01010000200412000004FD2A65BE086140B2C11D030DB64140
n00251,25,0,010100002004120000AAA6DA5D96076140E0D4ACD804BB4140
n00253,25,0,01010000200412000039F878D74FFD6040979C24A7C0984140
n00255,25,0,0101000020041200004D88145E9D066140F3B3ECA419C54140
n00256,25,0,010100002004120000268FA7E547086140E4C924D9D98D4140
n00257,25,0,010100002004120000EC8DB51A6D0761408371CBA20B964140
n00259,25,0,0101000020041200002E443D33770561402572666089914140
n00260,25,0,0101000020041200003FC6DCB544026140472D8320F68D4140
n00261,25,0,010100002004120000F00C6487020361400704DFD9C3904140
n00262,25,0,010100002004120000DF4E22C2BF016140CD9D4FD31D914140
n00263,25,0,010100002004120000B20D81C887FF60406E43D664D7834140
n00265,25,0,01010000200412000045CE67E503026140277A2AF1CA814140
n00266,25,0,010100002004120000220A1CBFE60661400333953435734140
n00267,25,0,01010000200412000094A12AA6D2056140525788580E754140
n00268,25,0,0101000020041200002BD615D808086140CBFDC4B766784140
n00269,25,0,0101000020041200003A3135536BFF60405A9E0777678D4140
n00270,25,0,0101000020041200009880046A56FF60400FC9DAF0058B4140
n00275,25,0,010100002004120000D780ADB7B2FC604053F64CE5A37D4140
n00278,25,0,010100002004120000D99A087697FD6040161747E526944140
n00279,25,0,010100002004120000E1D5CD2099056140F07DBB3665984140
n00280,25,0,010100002004120000D6726726180861405E17D929B1934140
n00282,25,0,010100002004120000037EE8DDB3076140B01BB62DCAB84140
n00283,25,0,010100002004120000DB036333F60561407316516E369A4140
n00284,25,0,0101000020041200003D9D2B4A890961402409C21550AB4140
n00287,25,0,010100002004120000AFD172A04701614003D3C496798B4140
n00288,25,0,01010000200412000085C2B1787B0061403FE834666D874140
n00289,25,0,010100002004120000415B1833D3006140AE94AF157E884140
n00290,25,0,01010000200412000041ADB36B4C00614060F6FC7ACF8C4140
n00292,25,0,0101000020041200001841632691066140CADC216A47C54140
n00293,25,0,0101000020041200008C5FC2B223046140003CA24275924140
n00294,25,0,0101000020041200003EC857A7EF076140DBA6785C54B54140
n00003,37,0,01010000200412000060BF716384C66040F1530BDB05224140
n00005,37,0,010100002004120000F0F9618470C5604058422DBC81284140
n00009,37,0,0101000020041200000BED9C6601C56040C472F0F1AE154140
n00010,37,0,0101000020041200009A3EE02608C760401CF3959B03224140
n00013,37,0,01010000200412000070BD5C7A6AC560405117844DF8214140
n00014,37,0,010100002004120000A16F664F9DC560408E2FEB0FDE214140
n00018,37,0,010100002004120000699B2CFF6BC86040E012807F4A234140
n00019,37,0,0101000020041200000A0F9A5DF7C76040E05EE34405214140
n00022,37,0,0101000020041200000D33349E88BE60405C7171546E1C4140
n00023,37,0,0101000020041200008FE6238462BF6040411C3570511F4140
n00033,37,0,01010000200412000056212FB5EFB46040BC1FB75F3E104140
n00037,37,0,0101000020041200009B4FC2F1A1B46040F86C1D1CEC0F4140
n00038,37,0,01010000200412000002CF62CE98B56040C086F1E4E40E4140
n00041,37,0,01010000200412000031410DDFC2B560407D6940738C0F4140
n00046,37,0,010100002004120000FAD6E2AEF9B4604046B98F37540A4140
n00052,37,0,010100002004120000B3AFE18E9CB460403E2C8A0DCC084140
n00060,37,0,0101000020041200000212A8597BBB6040C71748ABB51C4140
n00067,37,0,0101000020041200009FCC3FFA26B660401B4AED45B42D4140
n00068,37,0,0101000020041200002CE395DA01B96040FC51D4997B234140
n00069,37,0,0101000020041200004DB1B49D80B9604067F393C558244140
n00074,37,0,010100002004120000C1070A174DB960409EE117A8D6214140
n00075,37,0,010100002004120000B44016FD7CB96040BC96EBC8EC214140
n00077,37,0,0101000020041200008705AD7603BA6040D25625917D264140
n00083,37,0,010100002004120000166C239EECBA60407B8670CCB21F4140
n00084,37,0,0101000020041200004660AC6FE0B960404CCBA3761A234140
n00085,37,0,010100002004120000A9EC05B0D2B9604023A93B05AF224140
n00086,37,0,0101000020041200007FF8F9EF41BF6040A1D80A9A963A4140
n00087,37,0,01010000200412000033198EE7B3BF6040F699B33EE53A4140
n00088,37,0,0101000020041200008688409A56BF604043209738F23C4140
n00090,37,0,010100002004120000C54CECEB0AC4604089111D5D00314140
n00092,37,0,010100002004120000D79244E595C06040EE42739D46254140
n00093,37,0,0101000020041200007FB7E5C8AFC060408670CCB227254140
n00095,37,0,010100002004120000AA61BF2756C16040DD86078321194140
n00096,37,0,0101000020041200009141936959C260400338071912174140
n00097,37,0,010100002004120000066685225DC26040F355F2B1BB164140
n00099,37,0,010100002004120000C6B1E4E008C36040BB7D5699292C4140
n00112,37,0,010100002004120000C600E4DF02C06040663F9CD1A02B4140
n00115,37,0,0101000020041200004A833694F5C060408D429259BD1E4140
n00116,37,0,010100002004120000A6F8533EDFC060406E14596B281F4140
n00118,37,0,010100002004120000637D03931BC16040603DEE5BAD1D4140
n00121,37,0,0101000020041200000F7F4DD6E8C060406D54A70359214140
n00125,37,0,0101000020041200009794168964BE604010F80D5D9A264140
n00132,37,0,01010000200412000014AE47E17AC1604095B0805369284140
n00133,37,0,010100002004120000B7C4DB947CC2604064E76D6C76234140
n00134,37,0,010100002004120000E0F42EDE4FC2604094522BA798234140
n00136,37,0,010100002004120000B975920828C160408FF6E406E8264140
n00146,37,0,010100002004120000F6B6990A31C16040CFE858EF81274140
n00149,37,0,0101000020041200005B83ADC85EC360404C91D7DE022A4140
n00154,37,0,0101000020041200001BD7BFEBB3C26040946EA69DF51F4140
n00159,37,0,0101000020041200004F07B29E1AC360406F19260978234140
n00163,37,0,010100002004120000F718517F62C160407B551D28A6254140
n00166,37,0,0101000020041200009F628B93F1BF6040BEFAD3A12E274140
n00183,37,0,0101000020041200000BC8A87C59C26040DF3D9BB0582C4140
n00187,37,0,01010000200412000015E63DCEF4C36040A245B6F3FD2B4140
n00188,37,0,010100002004120000B57FAF32E4C36040FA08FCE1E72C4140
n00196,37,0,0101000020041200000E8C1766FCBC60401A2C41EB862F4140
n00203,37,0,0101000020041200004F3BFC35D9BC6040C9E4D4CE302B4140
n00205,37,0,0101000020041200003251291B7BBA60407F9763C3E42A4140
n00206,37,0,0101000020041200000D8920734ABB6040249232F32E254140
n00210,37,0,010100002004120000E54B039A23BD604079DF9D21C1264140
n00215,37,0,0101000020041200000E7FF21CF6B66040F4F928232E174140
n00216,37,0,0101000020041200005D2B460272B86040E1DA3F0576164140
n00217,37,0,010100002004120000936BAFAA03B76040C9271A5A53184140
n00218,37,0,0101000020041200004BEA5FED03B76040CAFCA36FD2184140
n00220,37,0,01010000200412000077476BB140B860402E1AD764320E4140
n00221,37,0,0101000020041200006FA4C74A27B66040C6F0225D7D1A4140
n00222,37,0,010100002004120000836FF5F7ADB660408C529D691D1A4140
n00223,37,0,0101000020041200006DE525FF53B660408269BD84AF194140
n00224,37,0,010100002004120000A14ACD1E28B76040174E2DB6A41A4140
n00226,37,0,0101000020041200009D9E776341B76040777C201E2E0F4140
n00228,37,0,010100002004120000EEAB17E83FB7604013DCA392950E4140
n00230,37,0,0101000020041200004F19A485B0B46040C511B57E44194140
n00231,37,0,010100002004120000F211E797B7B4604080BB479110194140
n00232,37,0,010100002004120000E6F91DD48FB66040CC63288293134140
n00233,37,0,0101000020041200005CB9CD0ABBB6604027B9686DBF144140
n00236,37,0,010100002004120000082A99528DB36040FEE19D32ED1D4140
n00240,37,0,0101000020041200002C6A8BC6F5C96040C04989134E3D4140
n00241,37,0,010100002004120000967840D914CA60400DDC2681723D4140
n00242,37,0,0101000020041200004D20DBE812CA6040CB1DEC037F3D4140
n00244,37,0,010100002004120000438534743DC7604099620E828E3D4140
n00245,37,0,010100002004120000BC8AD69BA2C760404B5645B8C93D4140
n00246,37,0,0101000020041200001E5F31D96EC7604048DC0830D13D4140
n00248,37,0,01010000200412000077F28EF8FACA6040BB1E9617AA454140
n00249,37,0,01010000200412000012CDF22BCCC560404D648B49243D4140
n00251,37,0,0101000020041200009915E52D72C6604042D36DE4153F4140
n00253,37,0,010100002004120000CCFBEE0C09C96040201ED324C2454140
n00255,37,0,01010000200412000060EF593222C66040E71835046C3E4140
n00256,37,0,0101000020041200008DFADAE93DC66040119BD9F85D3E4140
n00257,37,0,010100002004120000B8019F1F06B860401C17C4F6491E4140
n00258,37,0,0101000020041200003FDFBB72E2B86040DDDFEA4A15204140
n00260,37,0,010100002004120000B44AFAC536B96040757BA41C27204140
n00264,37,0,010100002004120000BD3D63BA6BB86040952DED2F161F4140
n00267,37,0,0101000020041200005D4F745D78BB6040EAB69FE7AA174140
n00268,37,0,01010000200412000063409BC104BC604065726A6798174140
n00269,37,0,01010000200412000015CA1D914ABB6040AF71474959174140
n00272,37,0,010100002004120000E4ADA9E27CBA60406A4E5E6402174140
n00273,37,0,0101000020041200007758970935BB6040AB532F0961144140
n00275,37,0,0101000020041200001E64A3BD0BBA6040A0AE4912DF184140
n00277,37,0,0101000020041200009512DD0E68B860403E9E4C929D214140
n00278,37,0,0101000020041200002E49AF1794B86040DBC35E2860234140
n00281,37,0,010100002004120000CF4994622CCC60406EBF7CB2621E4140
n00282,37,0,0101000020041200005B441493B7CC6040BF9360BBC51C4140
n00283,37,0,0101000020041200009C76E73FDACC60403C17A133C41C4140
n00286,37,0,0101000020041200002D8084BC79CD6040BAD51819891B4140
n00287,37,0,01010000200412000048F2A66C62CB60405829F345311F4140
n00288,37,0,0101000020041200006743A3E04ECB6040520A5F04321F4140
n00289,37,0,010100002004120000242DF07096CB6040C4526EEC231F4140
n00292,37,0,010100002004120000BB50AF4A18C56040F4BD2B2746204140
n00294,37,0,01010000200412000005099B4B7BC46040D09A1F7F69204140
n00301,37,0,0101000020041200001EE8572933C260400D800239722C4140
n00303,37,0,010100002004120000420EA551DCBC60405DECACCC4A2B4140
n00304,37,0,010100002004120000FF4701FD99C96040806033654C3D4140
n00305,37,0,0101000020041200004983DBDA02CB604025F5543D4F454140
n00307,37,0,010100002004120000DA73999A44BA60407DE074DC3A194140
n00001,5,0,010100002004120000E1FC3CFCEB7D6140AFEDED96E4A34340
n00003,5,0,01010000200412000060BC30E3777D6140AFE9E687B6A14340
n00005,5,0,0101000020041200000CA6AB85237D614012C8DB00229E4340
n00008,5,0,010100002004120000161F5503837E61404AA4236F6FA04340
n00009,5,0,01010000200412000053793BC2E97E6140CDA32C8DA9A44340
n00010,5,0,010100002004120000F1113125127F6140EB2A93D04CA44340
n00011,5,0,010100002004120000A3AAAEE8BB7E6140F3C7B4368DA44340
n00012,5,0,010100002004120000D7E5EF390B9261402174D0251CA74340
n00014,5,0,010100002004120000609AD8328F9161405425805138A84340
n00016,5,0,010100002004120000B7C370BFCD9061405A057B5DD09C4340
