idref,score,geom
n00040,46,0,0101000020041200004A2DEF0541536040FD3CFCEBCB094040
n00041,46,0,010100002004120000B3DEB9413E536040D1E638B709074040
n00042,46,0,0101000020041200000E94258418536040B8F8252C3B044040
n00043,46,0,0101000020041200002A1E17D5625360409607E92972074040
n00044,46,0,010100002004120000A3618CA34D536040CC8179234E084040
n00045,46,0,0101000020041200007DE2A5404B546040376C00DB66044040
n00046,46,0,010100002004120000F495F6BC51546040C76647AAEFFC3F40
n00047,46,0,0101000020041200009F5B4304373660406572C5200B7C3C40
n00048,46,0,0101000020041200009ACA47F7D83560408C43A275F9693C40
n00049,46,0,0101000020041200005C1C959BA8356040A8357282DB733C40
n00050,46,0,010100002004120000226C787AE53560401B8A969757733C40
n00053,46,0,01010000200412000093382BA2E62F60407C52DCA799603C40
n00057,46,0,010100002004120000A28F430EDB2F6040125553ED2E613C40
n00060,46,0,010100002004120000E3D58393FE2F60407032607FC85D3C40
n00061,46,0,0101000020041200008F3B003DE82F60402A59A9FB5B553C40
n00062,46,0,010100002004120000CC71B8A0882F60402657B1F84D653C40
n00065,46,0,010100002004120000D446753A903060406FD6E07D55663C40
n00066,46,0,010100002004120000C6C8EDF2082F604063D2DF4BE1653C40
n00067,46,0,010100002004120000081C0934182F60403447567E19663C40
n00068,46,0,0101000020041200002B5FE16EDA2F6040369EBE54225B3C40
n00069,46,0,0101000020041200003A98A8399430604060877B760A633C40
n00070,46,0,0101000020041200001BA3D00D685E6040FCCEE5BCB5583F40
n00072,46,0,0101000020041200009E5099AC1B5E6040D877EA364D563F40
n00073,46,0,010100002004120000A5D2F47E085E60407407B133855A3F40
n00074,46,0,010100002004120000068948A87462604042A6C695C4453F40
n00075,46,0,010100002004120000F3D13D4654626040E850E1630B483F40
n00076,46,0,010100002004120000D81A00606B62604012ABF53416473F40
n00077,46,0,0101000020041200003DB665C0196060409FF474649B5A3F40
n00078,46,0,010100002004120000A813758BA55C60400725CCB4FD633F40
n00079,46,0,010100002004120000415F1F4241596040DCFC1AA43B3F3F40
n00080,46,0,0101000020041200007720FCD52D59604044882B67EF3E3F40
n00082,46,0,01010000200412000027DE5C57A75A6040772B4B74962F3F40
n00083,46,0,010100002004120000AF67BE39125B6040A23BD22A44333F40
n00084,46,0,010100002004120000A7751BD43E5B60405D60A0B5EC323F40
n00085,46,0,0101000020041200006A1C4531545F6040A193EF6316613F40
n00086,46,0,01010000200412000070AAFFBD2560604080A5A9543F5D3F40
n00087,46,0,010100002004120000CFA7E90E3D6060407334A20FF15C3F40
n00088,46,0,01010000200412000030C26F9E055F604065C5707500663F40
n00089,46,0,010100002004120000FCF0E2B3EB5E60406B025658BA643F40
n00090,46,0,010100002004120000AF4912DFA45860402BD4E47338323F40
n00091,46,0,010100002004120000F84F3750E0586040207FC40A12363F40
n00092,46,0,010100002004120000619EDF41BD586040B71A2323B1363F40
n00093,46,0,01010000200412000065C5707580586040A680B4FF01383F40
n00094,46,0,0101000020041200001A5C29BA245860402AE67BA1DB263F40
n00095,46,0,010100002004120000564F9C92225660404B7265F5B3173F40
n00097,46,0,010100002004120000CC30A479F65460401690ACB2A5513E40
n00100,46,0,010100002004120000FD063763A24D6040BA92D38D66653E40
n00101,46,0,010100002004120000C73F7D15AA526040EF5EA406896B3E40
n00102,46,0,010100002004120000135509605452604043853474FD6C3E40
n00104,46,0,010100002004120000E5FDC9298B526040DDFB6541723E3E40
n00105,46,0,010100002004120000CD052E8F35466040459E245D33773E40
n00107,46,0,01010000200412000010C41E7FCE4F604073672618CE3B3E40
n00108,46,0,010100002004120000C3EC0A22B75E60407E7CF8E8C38B3E40
n00111,46,0,010100002004120000226129DC7C5E604084A8B17389853E40
n00112,46,0,0101000020041200007054B82F315E60404658F90A77633E40
n00113,46,0,0101000020041200003A6DD795E05C6040EF0C09CECF6B3E40
n00114,46,0,010100002004120000BF38A748F45C60404595AB69286D3E40
n00115,46,0,010100002004120000C56B031CE75C60402A503008516B3E40
n00116,46,0,010100002004120000FFF1B96EE55C6040CCE78134086A3E40
n00117,46,0,010100002004120000578A2EB99B5B604041D1E1C6D2763E40
n00118,46,0,010100002004120000BDF440757D4E60409864897379E83F40
n00119,46,0,0101000020041200002691D849D85260405DFB027AE1EC3F40
n00120,46,0,010100002004120000DD5CFC6D0F516040252EB6FFB7F03F40
n00121,46,0,01010000200412000087E123628A4E604076BFAF366BE93F40
n00122,46,0,010100002004120000995A0064B24F60406729594E42EB3F40
n00123,46,0,0101000020041200006B14ED859D4E60409A9F765325E93F40
n00124,46,0,010100002004120000513D8853DC4D604074D602D605DD3F40
n00125,46,0,010100002004120000FE4465C3DA4D6040DFABB1DF6EDE3F40
n00126,46,0,010100002004120000B3D2A414F44E604003ECA35357EA3F40
n00127,46,0,010100002004120000914EB8B25F4E6040E8C479933AE23F40
n00128,46,0,0101000020041200007D355195804E60405CC3B1D3B4E43F40
n00129,46,0,0101000020041200006D8BD761F14F60403A515C9F83F23F40
n00130,46,0,0101000020041200000F362B917A4F60407E4974E0E6F23F40
n00131,46,0,0101000020041200005A345310F24E6040925CFE43FAEF3F40
n00132,46,0,010100002004120000BF791629F94A6040CE6F986890CE3F40
n00133,46,0,0101000020041200004721C9AC9E4A6040162C7A4C49CF3F40
n00134,46,0,010100002004120000834078FEBE4A6040404BFCF61ACF3F40
n00135,46,0,0101000020041200008674780863496040106B3BB71AD33F40
n00136,46,0,0101000020041200007B4CA434DB49604089505BD9F4CA3F40
n00137,46,0,0101000020041200002F4E7CB5E349604085888A2771CC3F40
n00138,46,0,010100002004120000E811A3E7D6506040A682E563D2E23F40
n00139,46,0,01010000200412000021B30EA2D049604004464DAA6CD43F40
n00140,46,0,010100002004120000C9586DFEDF496040741C89E134D43F40
n00142,46,0,0101000020041200008B3CA473D946604056B549EAA9D83F40
n00143,46,0,01010000200412000093B3661A43496040B25F1C0181D73F40
n00144,46,0,010100002004120000F4103235AE4960406C7E575FB8D03F40
n00145,46,0,010100002004120000B4F281D3314960404BBDB89E32D63F40
n00147,46,0,0101000020041200002149FF81E8496040963FDF162CD53F40
n00148,46,0,0101000020041200009E62D5200C4A60400EDAAB8F87D63F40
n00150,46,0,0101000020041200006D8E739BF0496040A5F3E15982D03F40
n00151,46,0,010100002004120000C1FAE4CD464A60403BD972D30BDD3F40
n00152,46,0,01010000200412000018DD30C0744C60406BEE8DC646DB3F40
n00153,46,0,010100002004120000C718B380E44A60404D5CD8E43ADD3F40
n00154,46,0,010100002004120000752CA51D2D4E604032BB383B63CB3F40
n00155,46,0,010100002004120000910F7A36EB4D604010131E7E48CD3F40
n00156,46,0,01010000200412000090543AB3B84D6040593332C85DCC3F40
n00157,46,0,01010000200412000081CB63CDC84D6040B8F6F4C76AD53F40
n00158,46,0,0101000020041200009A3A34D1CC4D6040D0CC38B297D23F40
n00159,46,0,0101000020041200002CEADD69FC4C6040C2F05BBE3FCB3F40
n00160,46,0,010100002004120000C8EE0225054D6040C80BE9F010CA3F40
n00161,46,0,010100002004120000E77118CC1F4D604017B9A7AB3BCC3F40
n00162,46,0,010100002004120000649C757CAA4C6040CC0E4CC9CDD93F40
n00163,46,0,010100002004120000FCFECD8B534A604050E3DEFC86CF3F40
n00164,46,0,010100002004120000725C7CC0324A6040C63D4CB159D23F40
n00165,46,0,01010000200412000059C57652FA496040C0BF52A74DCA3F40
n00166,46,0,0101000020041200005A756737044A6040D052680F6AC93F40
n00167,46,0,010100002004120000E8137992743D6040DDF016A309D93F40
n00168,46,0,010100002004120000E2EE0797A962604017FABBD28D773F40
n00169,46,0,010100002004120000295E656DD36260405BCF108E59783F40
n00170,46,0,01010000200412000069B3A0E6DA62604009BE0E417A7D3F40
n00171,46,0,01010000200412000069CAA9F85A63604066EEC627097A3F40
n00172,46,0,0101000020041200006B27EF882F636040C412C59A80793F40
n00173,46,0,010100002004120000BE4978E7356360406A5B83ADC8783F40
n00174,46,0,0101000020041200003C7E141AED62604021078085277F3F40
n00175,46,0,0101000020041200004FB8B29FE0626040B916D286687D3F40
n00176,46,0,010100002004120000CE870C50FF626040F3E90CE775773F40
n00177,46,0,010100002004120000665FC31DB9636040C037F2E5AA7A3F40
n00179,46,0,010100002004120000086E49B31E616040454AB3791C943F40
n00180,46,0,010100002004120000C4C661D585626040B7A1BD5532913F40
n00181,46,0,0101000020041200000C7ACAC5336360406C3AA7FEE68C3F40
n00182,46,0,0101000020041200007225F1A867636040E643ABEEEC8E3F40
n00183,46,0,0101000020041200008716D9CEB76160407246DE83217E3F40
n00184,46,0,0101000020041200005D740D8EAD616040078BD4C5B7873F40
n00185,46,0,010100002004120000446568E117616040C4B0C398F4793F40
n00186,46,0,010100002004120000F338B12CBD616040C09DFAF6647E3F40
n00187,46,0,01010000200412000081F8AF62E7616040D3FE62111E743F40
n00188,46,0,0101000020041200000BC4A16D2B626040A67224E18C753F40
n00189,46,0,0101000020041200009FB7674CF75F60407B61D79BBD7E3F40
n00193,46,0,0101000020041200008B677517CD526040A12C7C7DAD2D3F40
n00194,46,0,0101000020041200002401B4F733536040B0EDA309CA333F40
n00198,46,0,0101000020041200003E0455A31753604058117F5E022F3F40
n00203,46,0,01010000200412000044CCDBC740546040A553B2F73D413F40
n00207,46,0,01010000200412000088B36CF7FC516040D46D3FCF55433F40
n00208,46,0,010100002004120000991DF34B0E52604074907CCAD6433F40
n00209,46,0,010100002004120000F1D7648D7A546040726F7EC344433F40
n00210,46,0,0101000020041200009029C4C8B7546040DBFEF04E993C3F40
n00212,46,0,0101000020041200007BBE66B96C5C604084D9041896593F40
n00213,46,0,0101000020041200006E69DA6ABB5A60407197587446593F40
n00214,46,0,010100002004120000FC901216B05B60408D237B29E1663F40
n00215,46,0,01010000200412000061D2CE1FC95A6040F39194F4305A3F40
n00216,46,0,0101000020041200002D61C845105C6040D6C97443AE873F40
n00217,46,0,010100002004120000095ADCDA5D5A604083FE9D488B643F40
n00218,46,0,0101000020041200003D5BAC4D885D6040618E1EBFB7713F40
n00219,46,0,01010000200412000032E13C41475D6040D1967329AE703F40
n00220,46,0,010100002004120000F797384D3A5D6040B66455849B703F40
n00222,46,0,0101000020041200005AE0E12C9B5E60406D15698764653F40
n00223,46,0,0101000020041200004A9869FBD75C6040A5D2F47E486E3F40
n00224,46,0,010100002004120000E36CDF4805596040C2589533CA653F40
n00225,46,0,010100002004120000E584645CCC5C6040B573F5BE4C533F40
n00226,46,0,0101000020041200007A96D695C55C604086657D14BF533F40
n00227,46,0,01010000200412000027C7F88BB45C604014364DE9AA563F40
n00228,46,0,0101000020041200002252D32E665A6040AF867AB07B613F40
n00230,46,0,0101000020041200003DADECCCCE5B60405ED328C9DF663F40
n00232,46,0,01010000200412000099C57A59095C60407BE871CE3E633F40
n00233,46,0,010100002004120000A4B61ECFB85B6040038EA960F9623F40
n00234,46,0,01010000200412000022DFA5D4655B6040395508F53E6F3F40
n00235,46,0,010100002004120000C51968E36D5B60408651B5824B703F40
n00236,46,0,0101000020041200009F56D11F1A5B6040341E5B8583613F40
n00237,46,0,01010000200412000099F221A89A5B6040732CEFAA07603F40
n00238,46,0,010100002004120000C7B88729765A604010577325A7633F40
n00239,46,0,01010000200412000096D123A1885A6040C1690B19D9613F40
n00240,46,0,010100002004120000CF5AC0BAE05B604025805138715C3F40
n00241,46,0,010100002004120000B4A5B338085C6040AC938ECDE95B3F40
n00242,46,0,01010000200412000064BB31F3535B6040B22B2D23F5643F40
n00243,46,0,01010000200412000092335E04575B60406D0B85BEAA613F40
n00244,46,0,010100002004120000F1170EDF5D5B60400E881057CE603F40
n00245,46,0,010100002004120000A1551CBD105B604081391F436C633F40
n00246,46,0,010100002004120000758181D6325B6040B4A5B338086B3F40
n00248,46,0,0101000020041200006ED113E0C5506040FCD703F74D9F3F40
n00255,46,0,010100002004120000AE78341F61516040903EF72F5AA73F40
n00257,46,0,010100002004120000367C66A4B951604092C19B7F05A03F40
n00268,46,0,0101000020041200002A91442FA352604051346A1904A73F40
n00269,46,0,0101000020041200008D0A9C6C035260402D89FDAF84AD3F40
n00270,46,0,0101000020041200007CC6CF90FB5160402256DA3DD4AF3F40
n00271,46,0,010100002004120000DCD1A4B97A516040F4082417529E3F40
n00272,46,0,01010000200412000056AB65217051604081711530269C3F40
n00274,46,0,010100002004120000DC5A70508C4E604023FA10AF46AD3F40
n00288,46,0,01010000200412000068BDCE3C2F54604080A1A245119F3F40
n00289,46,0,010100002004120000C6FCDCD0D4536040981E03684A9D3F40
n00290,46,0,0101000020041200003C0675DBCF4F6040FF0F66C9D2913F40
n00304,46,0,010100002004120000F1452003DE50604058A3C3E85E883F40
n00314,46,0,01010000200412000070B614EB6F5160404B32BCA3108C3F40
n00317,46,0,0101000020041200006DC3CD4EEB506040494A7A185AA33F40
n00318,46,0,010100002004120000C4F06CEA17516040A7D2AAF12DA53F40
n00324,46,0,010100002004120000D38ACAE1AE516040411F76F05DA63F40
n00325,46,0,010100002004120000AAE8595A97516040F3AE7AC03CA83F40
n00333,46,0,0101000020041200009167F228F04F604027C522E1D68A3F40
n00344,46,0,01010000200412000022E758398F5060407D1464BAC6873F40
n00346,46,0,010100002004120000C7DEE6E80C506040901A6E1BA1AE3F40
n00352,46,0,010100002004120000F73DEAAFD75060405D47663F9C833F40
n00353,46,0,01010000200412000094C72EAC36516040F4BD2B27468D3F40
n00358,46,0,0101000020041200008367E7D991516040046564DA48973F40
n00361,46,0,010100002004120000033972EE80516040BB78E4B44C973F40
n00363,46,0,010100002004120000A63DCA2DD25160408E80C0B975B33F40
n00373,46,0,01010000200412000036BA394B3F506040C0DB72E437833F40
n00374,46,0,010100002004120000709A99F4524560407A956BC0D60D4040
n00375,46,0,010100002004120000D29A30ABC1436040622019BCF9134040
n00376,46,0,010100002004120000C1E3DBBBC64360405A3C0675DB134040
n00377,46,0,0101000020041200002C09F599584560406D4F351F7C124040
n00378,46,0,010100002004120000B7CC8EF965456040529E7939EC124040
n00379,46,0,010100002004120000064C3B90904560404996DDDD14194040
n00380,46,0,0101000020041200004B485AE0A14560406AF5D55581194040
n00381,46,0,0101000020041200003F73D6A79C4660400BA5E5F6811B4040
n00382,46,0,010100002004120000C016050BB1456040540A70308A184040
n00383,46,0,010100002004120000E2BE1FC80B4D60400F379666A9084040
n00384,46,0,0101000020041200006E36B11B514B6040350FBB4AD2094040
n00385,46,0,010100002004120000887258D02A49604042EE224C510B4040
n00386,46,0,01010000200412000099F9693795496040229518BAC8074040
n00387,46,0,0101000020041200004CD18030A6496040B102D770EC074040
n00388,46,0,01010000200412000000A4DBB7FF4960402DFE00B5620A4040
n00389,46,0,010100002004120000F9C1548EE449604063B5F97FD5074040
n00391,46,0,010100002004120000FBEF1C258A4A604024FA6B68B9084040
n00392,46,0,010100002004120000E536D032414B6040C5C14AAA5B0A4040
n00393,46,0,0101000020041200008A4798584F4B6040EE27BE350B094040
n00394,46,0,010100002004120000D81F7244C84A604000BFEBD8AD0B4040
n00395,46,0,01010000200412000037ED180D8F4A604018B5FB55800A4040
n00396,46,0,01010000200412000091099D7CDF4A604058E20165530F4040
n00397,46,0,01010000200412000041C69228EA4A60405B9A5B21AC0F4040
n00398,46,0,010100002004120000F4160FEFF94A60404B9CCBC3F80F4040
n00399,46,0,010100002004120000ABA9D150884A6040F536ECAD370E4040
n00400,46,0,010100002004120000DB0539DE934A6040725E526B500E4040
n00401,46,0,0101000020041200004046E5CBB04A60403FFD67CD8F0E4040
n00402,46,0,0101000020041200003BFB6FCAC1486040971DE21FB6074040
n00403,46,0,0101000020041200002B926577F74760408AFAC9BD65094040
n00404,46,0,0101000020041200009CA38E8E6B486040068772FD16084040
n00405,46,0,010100002004120000288705AD364B6040FEED57A6040C4040
n00406,46,0,010100002004120000640D7272DA58604010A1004004853F40
n00407,46,0,010100002004120000FA298E036F56604013AA8A5F67873F40
n00408,46,0,010100002004120000DDBD929AEC5860401EF3A6C75B933F40
n00409,46,0,0101000020041200002954DC5D4C576040A85489B2B78E3F40
n00410,46,0,010100002004120000B2A4373741566040199C7752157D3F40
n00411,46,0,0101000020041200002A87BB1FDC576040B4C1D375F26F3F40
n00413,46,0,010100002004120000B9C89816505760408841AA72EB733F40
n00414,46,0,0101000020041200002DB06C8B57566040E08E26CDD5833F40
n00415,46,0,01010000200412000014BAA69B5F566040DDE05520C4853F40
n00417,46,0,010100002004120000E68B625E6C566040E9DD0EC3FD7E3F40
n00418,46,0,0101000020041200000787CDB6495660404EE905442D7C3F40
n00419,46,0,0101000020041200002E8AC33E666160404A1AED026FA63E40
n00420,46,0,010100002004120000A1FDA3CACB5F60403B48991E5EB93E40
n00421,46,0,01010000200412000029B34126D961604082493B7F24B23E40
n00422,46,0,0101000020041200009DEADA283C616040133246DA7CCE3E40
n00423,46,0,010100002004120000D52E5C0CD45F6040F3DEBD480DBC3E40
n00424,46,0,0101000020041200008C2892544B5F604042FA3779DBB63E40
n00425,46,0,010100002004120000280AF489FC5F60401D3636E098BC3E40
n00426,46,0,010100002004120000D04543C6E35F60401CC98A8631BA3E40
n00427,46,0,010100002004120000A1EC7772D75F60409ACE4E0647BB3E40
n00428,46,0,010100002004120000B27B97F79D4960409E4C929D6DD03F40
n00429,46,0,0101000020041200005849754B7C606040B0F4EB9804753F40
n00430,46,0,010100002004120000EEDBFFB69D5F6040D717096D39693F40
n00431,46,0,01010000200412000076BC6EB61E606040C74ACCB3926C3F40
n00434,46,0,0101000020041200008D74AB8CEB6060401DAA29C93A703F40
n00435,46,0,0101000020041200002F1FA4020260604037401F1B37733F40
n00436,46,0,010100002004120000B95BEDBC686160409047156AF2713F40
n00437,46,0,010100002004120000D74A8D7556606040487B7203F46D3F40
n00438,46,0,0101000020041200009DF6949C935D60408038FEFAD7C43F40
n00439,46,0,010100002004120000ADD05158335E6040DD802AC995B33F40
n00440,46,0,0101000020041200009D8A0A8B805F6040876066E954993F40
n00442,46,0,0101000020041200005C59A2B34C5D604024FFDD4C96A23F40
n00444,46,0,010100002004120000E420D73C3D606040F77FC465CBB23F40
n00445,46,0,01010000200412000013EBF93F6C5F6040FE1BC58377AB3F40
n00446,46,0,01010000200412000089C6246D346060401D700278B0A83F40
n00447,46,0,010100002004120000C4D155BA3B606040FEC4B766E1A33F40
n00448,46,0,01010000200412000049E306327160604045685FD449A53F40
n00449,46,0,010100002004120000CC1F7821026460405913B0C2D29F3F40
n00450,46,0,010100002004120000DA458776846160401849168B3AA43F40
n00451,46,0,01010000200412000090EA854C03626040728C648F509F3F40
n00452,46,0,010100002004120000E85894C8B460604026D016C6CCA83F40
n00453,46,0,010100002004120000077F1A52A060604073C6E6994DA83F40
n00454,46,0,0101000020041200006A728CBFC81D60404BE658DE55AD3B40
n00455,46,0,010100002004120000720A3C41AC1D604025308CAA15AE3B40
n00456,46,0,010100002004120000B18A37324F1E6040F76D2D3828AC3B40
n00457,46,0,010100002004120000DB5EC1EC141D6040231FAADF3BB63B40
n00458,46,0,010100002004120000BC9B02F4961D6040034A9E46B5B93B40
n00459,46,0,01010000200412000065C22FF5B31F60405331DF0BDDAE3B40
n00460,46,0,010100002004120000C594A35B0A1F60408CC5CAC39DAC3B40
n00461,46,0,01010000200412000029F51BDC8C2960407A15BE631D473C40
n00462,46,0,010100002004120000B0A6576F393E604007B5DFDA89523C40
n00464,46,0,010100002004120000879B9D565B3E604082AD122C0E533C40
n00465,46,0,010100002004120000CAA48636C03F60409936D208EC583C40
n00468,46,0,01010000200412000008701F5EBC2A6040B90BDEA1722B3C40
n00471,46,0,0101000020041200009344E515FE2960401841632651253C40
n00472,46,0,010100002004120000879796476D296040849B8C2AC3383C40
n00473,46,0,0101000020041200001B2FDD2486296040BA8A20297D283C40
n00474,46,0,0101000020041200003BB13D69172B6040A568E55E602C3C40
n00475,46,0,010100002004120000FC74971FD32760400186E5CFB71F3C40
n00476,46,0,010100002004120000F5CAAB293F2A6040ABA97697D5193C40
n00477,46,0,0101000020041200003F952E58852B60406FFB79AE4A5B3C40
n00478,46,0,010100002004120000516E36B19B2C6040EAB35E679E5B3C40
n00480,46,0,0101000020041200002FB3BE373C13604029D599D6015D3B40
n00481,46,0,0101000020041200007778190F801260402350583DBB553B40
n00482,46,0,010100002004120000A549CE2E84126040FAA93B6068553B40
n00483,46,0,0101000020041200007A08991A571260407B30293E3E553B40
n00484,46,0,01010000200412000007B64AB0381260400A6A53D048553B40
n00485,46,0,0101000020041200000FF5166AA81C6040C3802557B1DA3B40
n00486,46,0,0101000020041200008EC7B19A131D6040488787307EC83B40
n00487,46,0,0101000020041200003CDFAA468A1C6040D55350F63BD53B40
n00488,46,0,0101000020041200007A45A632BB1C60409026288FB8D73B40
n00489,46,0,0101000020041200007567DC8AB31C60404740E0DCBAD03B40
n00490,46,0,010100002004120000FC0D2439AA1C6040760591FB0CD03B40
n00491,46,0,010100002004120000F1BE85D09C1C60406CE6351BD0CF3B40
n00492,46,0,01010000200412000003E4F0EEAD1E60400C0D1F6C0CD33B40
n00493,46,0,010100002004120000BF3D192D911E60402176A6D079D33B40
n00494,46,0,010100002004120000853820538820604051CE61084AB73B40
n00495,46,0,010100002004120000A2D45E449B206040C592CDB0ACB93B40
n00496,46,0,0101000020041200000A52842FA7206040BFEBD8AD0ABB3B40
n00497,46,0,0101000020041200006830FC96AF20604042FD78F9E7BB3B40
n00498,46,0,0101000020041200007E0A3664B2206040057CC8A53BBD3B40
n00500,46,0,0101000020041200007E4402FCC9206040E712B30353BE3B40
n00501,46,0,01010000200412000027440AAFAE1E6040C7F9F609FBDD3B40
n00502,46,0,010100002004120000C3E3912E6C1F6040B1A4DC7D8ECF3B40
n00503,46,0,0101000020041200006B15585B0C0E60403A26E6B402083B40
n00504,46,0,01010000200412000013E2804CE10D6040B3846BA45B0D3B40
n00505,46,0,010100002004120000558C4EF1130E6040C8CCAA741C083B40
n00506,46,0,010100002004120000C3D265D6370D60401FC65A327D0B3B40
n00507,46,0,0101000020041200009AD832CFC00D60406BB180AE22083B40
n00508,46,0,0101000020041200005ABDC3EDD0326040746CF3B51D693C40
n00509,46,0,01010000200412000091FF136DD83160409248916BF9713C40
n00510,46,0,0101000020041200001FED24C702346040BD44AB49A6693C40
n00511,46,0,010100002004120000135A7B44B1326040F78A130434643C40
n00512,46,0,01010000200412000069BD29F6A1326040269419CAE4613C40
n00513,46,0,0101000020041200009FCA694F891460404177932930603B40
n00514,46,0,010100002004120000AE94AF153E156040B5543948E3673B40
n00515,46,0,010100002004120000DBA914969314604062D119BDBF603B40
n00516,46,0,0101000020041200000F9E6406851660409070B5A9156F3B40
n00517,46,0,0101000020041200001DFDD41DF01560408C0BAC883F6D3B40
n00518,46,0,0101000020041200000BEBC6BB23156040DADE13909B663B40
n00519,46,0,010100002004120000E27FE14B57136040A20E2BDCF2613B40
n00520,46,0,01010000200412000036453646E1146040EEE9EA8EC5643B40
n00521,46,0,0101000020041200005B26C3F1FC1460408E345DF4BA643B40
n00530,46,0,0101000020041200006FA8CE59954A6040766D6FB7246F3F40
n00535,46,0,01010000200412000078431A15F8476040F54A5986384A3F40
n00537,46,0,0101000020041200009BE7887CD74F60400C7ED1D4A13D3F40
n00538,46,0,0101000020041200005E4C8E961E5060401D9BD31BA43C3F40
n00543,46,0,01010000200412000055D16927944B6040D03AF4273B693F40
n00545,46,0,0101000020041200001AFE2EC7464B6040432E8210DA5C3F40
n00553,46,0,01010000200412000009B254CDE24D6040A0F18E9D015F3F40
n00559,46,0,010100002004120000C223E0C61C4C60409154F0259EA13F40
n00567,46,0,0101000020041200000335C698C54A60409F7B6A508FA63F40
n00576,46,0,010100002004120000DD932CCC6749604079245E9ECE453F40
n00579,46,0,01010000200412000091D1014998496040DA2736D549483F40
n00580,46,0,0101000020041200009F27F96C784960401FE10F9AB8443F40
n00584,46,0,01010000200412000072288DE2664B604010FF55ECD4493F40
n00585,46,0,0101000020041200001A33897A41556040218FE046CAE43F40
n00586,46,0,010100002004120000C15CE6CF9256604067EB85A7FCE63F40
n00587,46,0,0101000020041200007E795CAF445660406827DE5C57E53F40
n00588,46,0,0101000020041200000F5C8A50D15560400D10165FFED43F40
n00589,46,0,010100002004120000F7C14362CC5560403DB3C986DAD73F40
n00591,46,0,01010000200412000026F84B30815660401F605221C3D13F40
n00592,46,0,0101000020041200006A5E1FE707566040EC82667C04D53F40
n00594,46,0,0101000020041200005E914E13AC566040A7FADF5BA2CA3F40
n00595,46,0,0101000020041200008CBF48C3445B604098B734C86EC63F40
n00596,46,0,0101000020041200003C4A253CE15860407FDE54A4C2C23F40
n00598,46,0,01010000200412000052D0926CDA58604065941DD1F3B93F40
n00600,46,0,0101000020041200001E59AFD8D55860405CD4DD2BA9C13F40
n00602,46,0,010100002004120000D6901381C55860403C855CA967BB3F40
n00604,46,0,010100002004120000B003E78C28596040227B736EC9B43F40
n00605,46,0,010100002004120000092CCAB65D586040F83A04E9BDBA3F40
n00610,46,0,010100002004120000CCDE0841BD5860408A88073994C03F40
n00612,46,0,0101000020041200001B0DE02D90576040C93CF20703BD3F40
n00613,46,0,0101000020041200005163E71233566040CA8F53CFDDBB3F40
n00614,46,0,01010000200412000040451F3D8F5760403CC505FB0ABB3F40
n00617,46,0,0101000020041200008D391966F25760405B4D8D8642C03F40
n00618,46,0,0101000020041200005A55E531395860407E8D2441B8C23F40
n00619,46,0,0101000020041200004F7A3AB24D586040EDA3AE10B1C23F40
n00620,46,0,01010000200412000046A9CEB44E5860404936B286E6C53F40
n00625,46,0,010100002004120000A0596D59D9596040D7F6764B72E23F40
n00626,46,0,010100002004120000EC110FCD215A6040F6903A4BDAE23F40
n00627,46,0,010100002004120000D6A3158417596040FE01203878DC3F40
n00628,46,0,01010000200412000066AD57474458604079F71109F0DB3F40
n00629,46,0,010100002004120000F6BDE199AB576040B92EA1270ADD3F40
n00630,46,0,01010000200412000069F0ADFE7E5A604037F867AB37D13F40
n00631,46,0,0101000020041200007239B93ADB5A604005D0398952D43F40
n00632,46,0,010100002004120000684128EFE35A60407235B22B2DD53F40
n00634,46,0,0101000020041200008DD0CFD4EB496040D9CAF044B5B93F40
n00635,46,0,010100002004120000C84510425B496040478DAE7724B13F40
n00636,46,0,0101000020041200009945CDFCCF57604035B39602D2014040
n00637,46,0,010100002004120000BD8BF7E3B65660400D1D3BA8C4F13F40
n00638,46,0,010100002004120000465ED6C442576040DC0830D1C5F33F40
n00639,46,0,010100002004120000C645FF1503526040CA62AC808CC43F40
n00641,46,0,010100002004120000730A97FA9E536040B90C497721B33F40
n00642,46,0,010100002004120000BBAEA93D3653604036960BF0380A4040
n00643,46,0,010100002004120000C19B244CC730604082F2881B01663C40
n00644,46,0,010100002004120000A91A18D4D22F6040BBBABE6AC0633C40
n00645,46,0,0101000020041200009AC9DC21AA5860408577B988EF363F40
n00648,46,0,010100002004120000A956BA16085E6040A23891AA377A3E40
n00650,46,0,010100002004120000DFEAEF5BA352604051AEDF02BFEC3F40
n00651,46,0,010100002004120000BC9B02F416516040D9C644EFF9F03F40
n00652,46,0,0101000020041200006249B9FB5C516040832B4597DCE73F40
n00653,46,0,01010000200412000006D7DCD17F4F6040446568E157EB3F40
n00654,46,0,01010000200412000019D1D105D04F6040DC40CB040DDF3F40
n00655,46,0,01010000200412000099B10D81C84F604073501D064ED33F40
n00656,46,0,010100002004120000F353C14D6B4760400F289B7285DB3F40
n00658,46,0,01010000200412000077C2A629DD4C6040074FD7C9CFD43F40
n00659,46,0,010100002004120000C77EBB915E616040E1230791B1933F40
n00660,46,0,01010000200412000031276893835160400DB0EA07D0363F40
n00661,46,0,010100002004120000B114C95702536040F5D6C05609463F40
n00663,46,0,0101000020041200002EF2A1FA3D5C60401F3B5E375B633F40
n00664,46,0,01010000200412000030B0D870625B6040CB773AA121973F40
