gmlid,idref,area,fixed,lat,lon
n00164,2606133438,13,50,35.7288811,139.77643
n00165,5917627639,13,50,35.7291474,139.8025972
n00166,1994969485,13,50,35.7343656,139.7946131
n00167,2590757172,13,50,35.7046991,139.453073
n00168,2536320908,13,50,35.7062248,139.4424586
n00169,1747224217,13,50,35.6916911,139.4684909
n00170,null,13,0,35.7032284,139.4354587
n00171,null,13,0,35.7142769,139.4314454
n00172,2355746193,13,50,35.7097157,139.4681579
n00173,2148760302,13,50,35.6998381,139.48455
n00174,4945217421,13,1,35.6992253,139.4774249
n00175,2365315887,13,50,35.682923,139.4249649
n00176,274302571,13,50,35.675619,139.4466022
n00177,313858749,13,1,35.6873594,139.4354647
n00178,655751261,13,1,35.6329361,139.585981
n00179,1977888394,13,1,35.6335424,139.5904762
n00180,420189973,13,1,35.6403207,139.5756758
n00181,823501236,13,1,35.6904363,139.5456632
n00182,1973531305,13,50,35.6921476,139.5649529
n00183,278925586,13,50,35.6839461,139.5580806
n00184,1973540708,13,50,35.6780355,139.5751992
n00185,null,13,0,35.6815255,139.5768175
n00186,278925345,13,1,35.6817183,139.5347399
n00187,1977839691,13,1,35.6816049,139.540283
n00188,4380647747,13,50,34.0693206,139.4813405
n00189,null,13,0,34.1185203,139.5395242
n00190,null,13,0,34.070201,139.5546178
n00191,null,13,0,34.0607378,139.5457233
n00192,705190040,13,50,35.6491738,139.7188982
n00193,164645982,13,50,35.6748421,139.6700644
n00194,1886283112,13,50,35.6598475,139.7053832
n00195,2967370633,13,50,35.6598363,139.6895964
n00196,885679761,13,50,35.6716126,139.7130632
n00197,null,13,0,35.677715,139.6795844
n00198,1973619896,13,50,35.6848743,139.7040806
n00199,748883693,13,50,35.6517392,139.7044983
n00200,null,13,0,35.6818746,139.6991922
n00201,318826513,13,50,35.6786067,139.6888382
n00202,1962222583,13,50,35.6781223,139.6705172
n00203,2637894172,13,50,35.6669873,139.6921933
n00204,2967363333,13,1,35.662342,139.6870171
n00205,2393813424,13,50,35.6895159,139.6814961
n00206,1864242492,13,50,27.0928768,142.1914287
n00207,null,13,0,35.69022,139.4975306
n00208,562989157,13,1,35.7059247,139.4988298
n00209,1442264443,13,100,35.689202,139.5001252
n00210,1967545565,13,50,35.6953154,139.5161297
n00211,null,13,0,35.6941445,139.5224262
n00212,746540174,13,50,35.7379058,139.5134986
n00213,746540177,13,1,35.7375738,139.5166417
n00214,746540159,13,50,35.7148379,139.4964579
n00215,5398452209,13,1,35.716803,139.4813865
n00216,800595445,13,50,35.7128895,139.5077573
n00217,null,13,0,35.7320238,139.4399117
n00218,1977721862,13,1,35.726058,139.465599
n00219,2559120592,13,1,35.7338638,139.4655786
n00220,3652168963,13,1,35.7137774,139.4875164
n00221,746540172,13,1,35.7412435,139.5019859
n00222,746540170,13,50,35.7406188,139.5041065
n00223,122385135,13,50,35.7309136,139.4869266
n00224,null,13,0,35.733893,139.4876307
n00225,4510326098,13,1,35.6939529,139.3857949
n00226,1599945960,13,1,35.7103207,139.3675947
n00227,3221334761,13,1,35.7113489,139.3642089
n00228,2526351234,13,50,35.7106738,139.3604401
n00229,1409872823,13,1,35.7031895,139.3558085
n00230,1599945930,13,1,35.7007052,139.3919397
n00231,2158688664,13,1,35.7077294,139.3455236
n00232,2215963278,13,1,35.712874,139.3365915
n00233,321242044,13,1,35.7239421,139.3738106
n00234,1968203509,13,50,35.7222057,139.6983358
n00235,1114992524,13,50,35.7046202,139.7089328
n00236,null,13,0,35.7119494,139.6976115
n00237,1973626287,13,50,35.7088714,139.6981359
n00238,5960582493,13,1,35.7071078,139.7290081
n00239,null,13,0,35.6886286,139.714581
n00240,null,13,0,35.6925767,139.7228287
n00241,439496854,13,50,35.6963717,139.7074201
n00242,2371741850,13,50,35.6866814,139.6920554
n00243,2393808837,13,50,35.6862904,139.6852765
n00244,null,13,0,35.6959061,139.6873226
n00245,null,13,0,35.6927532,139.6897694
n00246,94177755,13,50,35.7068261,139.7164182
n00247,7276151037,13,50,35.7035284,139.7087919
n00248,1966514496,13,50,35.7170432,139.6941105
n00249,571602662,13,1,35.7071343,139.738592
n00250,4971732908,13,1,35.705655,139.7247336
n00251,1973639170,13,50,35.7041549,139.6946745
n00252,3157863206,13,50,35.6976532,139.7147975
n00253,null,13,0,34.37748,139.2551441
n00254,null,13,0,34.374839,139.2532979
n00255,6659744983,13,1,34.2010719,139.1361316
n00256,942529382,13,50,35.7015584,139.6310465
n00257,1961540074,13,50,35.7133546,139.6363926
n00258,994755277,13,50,35.7274838,139.6171445
n00259,1876371404,13,1,35.72822,139.609181
n00260,1069133438,13,50,35.6932044,139.6171707
n00261,480796901,13,50,35.6674418,139.6374481
n00262,1306096864,13,50,35.6671196,139.6394405
n00263,1961619888,13,50,35.690288,139.6128378
n00264,1963270947,13,50,35.7005393,139.6581084
n00265,1963252898,13,50,35.7026121,139.6544949
n00266,1799462362,13,50,35.7169156,139.5970422
n00267,839541192,13,50,35.6970644,139.5939224
n00268,1969335355,13,50,35.7007307,139.5933946
n00269,1024950052,13,50,35.7057584,139.6140317
n00270,1961641330,13,50,35.6721447,139.6115318
n00271,null,13,0,35.7110178,139.6008677
n00272,1969333212,13,50,35.7153817,139.5976791
n00273,165015347,13,50,35.6811024,139.6397494
n00274,143671707,13,1,35.6952875,139.6173373
n00275,430070240,13,1,35.6847286,139.6266415
n00276,1968042174,13,50,35.7170769,139.6248227
n00277,410467102,13,1,35.6742913,139.6594735
n00278,1963300386,13,50,35.6911708,139.6550682
n00279,307676220,13,50,35.6640146,139.660307
n00280,1963841511,13,50,35.6050745,139.6656966
n00281,297271708,13,50,35.6193148,139.6158162
n00282,297271592,13,1,35.6294725,139.6010632
n00283,1735245634,13,50,35.6409105,139.6190827
n00284,115256960,13,50,35.6352539,139.6148158
n00285,null,13,0,35.6684465,139.592749
n00286,3564588294,13,50,35.6319318,139.6596449
n00287,1963768164,13,50,35.6361951,139.6504586
n00288,null,13,0,35.6372289,139.6443735
n00289,647950314,13,50,35.6430481,139.6639021
n00290,null,13,0,35.6475374,139.6608884
n00291,693051025,13,1,35.6567374,139.6487248
n00292,1963774300,13,50,35.657236,139.6010341
n00293,1968228521,13,50,35.637045,139.6632479
n00294,1985810178,13,50,35.6707278,139.6207068
n00295,1872249772,13,50,35.6134008,139.6378633
n00296,313856310,13,50,35.6092011,139.6398756
n00297,313856308,13,50,35.6099726,139.6388163
n00298,361185349,13,50,35.629157,139.6261443
n00299,1868952154,13,1,35.6381078,139.6249411
n00300,1963738455,13,50,35.6284903,139.6490661
n00301,656282573,13,50,35.6303217,139.6527988
n00302,1962295424,13,50,35.6232468,139.6546408
n00303,1963543116,13,50,35.6258242,139.6265055
n00304,849459927,13,1,35.65721,139.6377247
n00305,6158617961,13,50,35.6494874,139.6167554
n00306,1963483602,13,50,35.6529548,139.6157769
n00307,502950130,13,50,35.6570577,139.6236127
n00308,1028102443,13,50,35.6535993,139.667029
n00309,1963592431,13,50,35.6539312,139.6656608
n00310,1963458920,13,50,35.6701337,139.6612817
n00311,318589907,13,1,35.6712613,139.6570352
n00312,null,13,0,35.6335299,139.62173
n00313,1876404479,13,1,35.6204742,139.6407942
n00314,1962304343,13,50,35.6035714,139.6517956
n00315,1963812227,13,50,35.6115421,139.6535328
n00316,1599759589,13,50,35.6616039,139.6146616
n00317,318589952,13,50,35.6670227,139.6138006
n00318,297275227,13,1,35.6026464,139.6560664
n00319,297275208,13,50,35.6032159,139.6545037
n00320,1721826238,13,50,35.6724144,139.5998838
n00321,1799472613,13,1,35.7739196,139.5048135
n00322,2433990815,13,50,35.8153874,139.154601
n00323,2433990812,13,50,35.8073958,139.1605652
n00324,2282938480,13,50,35.8078715,139.0979907
n00325,1740464045,13,50,35.7604108,139.3421423
n00326,1740464037,13,50,35.7592731,139.3423862
n00327,1740464038,13,50,35.7902976,139.362189
n00328,1679709364,13,50,35.7930775,139.3443683
n00329,1740464046,13,50,35.7883771,139.3607167
n00330,1740464035,13,50,35.7715523,139.3379283
n00331,1740464042,13,50,35.7846897,139.3478432
n00332,2838999701,13,1,35.7423893,139.2533637
n00333,null,13,0,35.7427629,139.2562138
n00334,2274925182,13,50,35.7260429,139.1559685
n00335,2274924989,13,50,35.7263736,139.1506775
n00336,6982280996,13,50,35.7198872,139.5432841
n00337,null,13,0,35.7251158,139.530489
n00338,544445896,13,1,35.7442975,139.550297
n00339,null,13,0,35.7408978,139.557301
n00340,null,13,0,35.7223107,139.5616466
n00341,5117012487,13,1,35.7385371,139.5437127
n00342,1611767756,13,1,35.7852865,139.2872275
n00343,1611767751,13,50,35.7778085,139.293087
n00344,3101449004,13,50,35.7941792,139.3091327
n00345,null,13,0,35.8013985,139.3004576
n00346,1611767752,13,1,35.7882904,139.2864845
n00347,1611767757,13,50,35.7878653,139.2953183
n00348,366501115,13,50,35.7905012,139.3242441
n00349,1611767791,13,50,35.7817858,139.3231119
n00350,2148765293,13,50,35.8335291,139.2716018
n00351,1912765795,13,50,35.8225517,139.2480012
n00352,1635256138,13,1,35.7884069,139.2790852
n00353,1611767758,13,50,35.7936292,139.3071938
n00354,1611767754,13,50,35.7977635,139.3043181
n00355,2433990818,13,50,35.782967,139.2333215
n00356,327521901,13,50,35.6988185,139.7592423
n00357,160439176,13,50,35.7027628,139.768825
n00358,2577057307,13,50,35.6846157,139.7412502
n00359,null,13,0,35.7002774,139.7533542
n00360,null,13,0,35.6937359,139.7649088
n00361,2292251707,13,50,35.6974441,139.7761722
n00362,3606429157,13,50,35.6967261,139.7590764
n00363,4964137901,13,50,35.6980989,139.756235
n00364,1565011773,13,50,35.6964547,139.7704509
n00365,1231861292,13,50,35.695956,139.7671057
n00366,228936660,13,50,35.6949585,139.7823528
n00367,2795666669,13,50,35.6824588,139.7419663
n00368,null,13,0,35.757508,139.8235126
n00369,null,13,0,35.7577368,139.8282979
n00370,1986209778,13,50,35.7904967,139.7829577
n00371,2878159439,13,50,35.7828659,139.8104851
n00372,1987136973,13,50,35.7902937,139.7619539
n00373,5698346521,13,1,35.7983145,139.81025
n00374,null,13,0,35.7618387,139.7572778
n00375,1986193227,13,50,35.7785319,139.7673499
n00376,6634785254,13,50,35.7888983,139.841562
n00377,1986184538,13,50,35.7784759,139.7505181
n00378,1992548959,13,50,35.7832517,139.7515966
n00379,412723078,13,50,35.7833464,139.7638262
n00380,332879051,13,50,35.8096246,139.769836
n00381,4187282002,13,1,35.7690159,139.7430392
n00382,null,13,0,35.7894486,139.828178
n00383,null,13,0,35.802778,139.782134
n00384,1961388881,13,50,35.7784599,139.7736725
n00385,1992537747,13,50,35.7796228,139.7705043
n00386,1986202422,13,50,35.7821983,139.7726549
n00387,1994986689,13,50,35.7977868,139.7893195
n00388,null,13,0,35.7741238,139.8139869
n00389,1987183500,13,50,35.778353,139.8142042
n00390,1995034739,13,50,35.7783942,139.8116518
n00391,1992458882,13,50,35.7754633,139.8156306
n00392,null,13,0,35.7430912,139.8045423
n00393,717517858,13,50,35.7452316,139.7977382
n00394,2084633254,13,1,35.7419271,139.8149039
n00395,null,13,0,35.7599507,139.7767235
n00396,593807300,13,1,35.776979,139.839622
n00397,6623045597,13,50,35.7772835,139.8365109
n00398,5507038822,13,50,35.781928,139.8391989
n00399,1987143120,13,50,35.7872071,139.7704545
n00400,null,13,0,35.7770997,139.8336028
n00401,1992389663,13,50,35.7716439,139.8469451
n00402,1986189742,13,50,35.7780873,139.7606839
n00403,1986192051,13,50,35.7796705,139.760906
n00404,1992385573,13,50,35.7659515,139.8295118
n00405,null,13,0,35.8018524,139.7836499
n00406,1992533989,13,50,35.8044473,139.791409
n00407,5636371950,13,1,35.7923648,139.8105126
n00408,null,13,0,35.7911036,139.8172316
n00409,1995069165,13,50,35.7887437,139.8196939
n00410,null,13,0,35.8102303,139.7633237
n00411,1987300432,13,50,35.8054992,139.7598353
n00412,609260993,13,1,35.8016997,139.7660879
n00413,6366521604,13,50,35.7675064,139.8034029
n00414,1995029214,13,50,35.7656021,139.7937885
n00415,null,13,0,35.7783124,139.7984076
n00416,1992472337,13,50,35.7842637,139.8032787
n00417,4977335273,13,50,35.7971086,139.8024399
n00418,null,13,0,35.7634231,139.7869599
n00419,null,13,0,35.7646588,139.7815224
n00420,null,13,0,35.7468781,139.8132024
n00421,null,13,0,35.7870319,139.8004858
n00422,1992484662,13,50,35.785731,139.7916789
n00423,null,13,0,35.7820964,139.8250787
n00424,1969335493,13,50,35.6293268,139.4301996
n00425,1968303420,13,50,35.6327579,139.4472274
n00426,307413041,13,50,35.6272634,139.4426041
n00427,294850720,13,50,35.6130492,139.4432317
n00428,2666920233,13,50,35.6357502,139.4454464
n00429,302328274,13,1,35.6513488,139.4548616
n00430,317183364,13,50,35.6396098,139.4502044
n00431,566967821,13,50,35.6317543,139.4389355
n00432,567802269,13,50,35.6261811,139.4632414
n00433,5080727273,13,1,35.6094591,139.4207742
n00434,294874470,13,50,35.62206,139.429346
n00435,118432737,13,50,35.6447287,139.4229326
n00436,null,13,0,35.7197443,139.7812045
n00437,4162822771,13,1,35.7063685,139.7940949
n00438,198164004,13,50,35.7097188,139.7848039
n00439,null,13,0,35.709207,139.784824
n00440,null,13,0,35.726702,139.7879363
n00441,1970654133,13,50,35.7096957,139.7898579
n00442,4861426588,13,1,35.7196633,139.7964753
n00443,5657714177,13,1,35.7205686,139.8003742
n00444,null,13,0,35.6989702,139.7844221
n00445,541319605,13,1,35.700797,139.7809142
n00446,503056683,13,50,35.7022631,139.7769081
n00447,null,13,0,35.7233165,139.7698522
n00448,null,13,0,35.7183168,139.7685468
n00449,null,13,0,35.7081479,139.780211
n00450,592920147,13,1,35.7231783,139.7996833
n00451,595455915,13,1,35.7167702,139.7852597
n00452,1970724093,13,50,35.7264554,139.7892475
n00453,1985244131,13,50,35.5490035,139.7445827
n00454,1856830286,13,50,35.5512536,139.750499
n00455,1967728810,13,50,35.5518643,139.7464714
n00456,null,13,0,35.5788508,139.6776265
n00457,null,13,0,35.5727755,139.6835366
n00458,1985382590,13,50,35.5596116,139.7189167
n00459,5610555529,13,50,35.5810224,139.6973564
n00460,5776567800,13,1,35.5721006,139.7647447
n00461,2250669676,13,50,35.6011245,139.6940538
n00462,397082645,13,50,35.5798057,139.7721901
n00463,1985578232,13,50,35.5643211,139.7091055
n00464,1985574424,13,50,35.5509459,139.7067596
n00465,1967721875,13,50,35.5557241,139.7358604
n00466,1905664601,13,1,35.5977624,139.6835161
n00467,null,13,0,35.5917738,139.676225
n00468,2744307765,13,50,35.5711215,139.6896661
n00469,1962425530,13,50,35.564283,139.6969262
n00470,1971703803,13,50,35.5698016,139.7314148
n00471,1985587216,13,50,35.5663892,139.7359709
n00472,225215795,13,50,35.5643426,139.7331292
n00473,1962433678,13,50,35.577307,139.7354217
n00474,227760055,13,50,35.5699239,139.7401847
n00475,218202962,13,50,35.5646889,139.741607
n00476,2188360721,13,50,35.5826091,139.7293594
n00477,null,13,0,35.5796371,139.7273319
n00478,510629242,13,1,35.5821608,139.7369359
n00479,null,13,0,35.5737923,139.6984087
n00480,1710504836,13,50,35.5669449,139.696608
n00481,1971727529,13,50,35.5782344,139.7179277
n00482,null,13,0,35.5828861,139.7026671
n00483,1985325608,13,50,35.5534183,139.7183339
n00484,null,13,0,35.5486723,139.7149477
n00485,null,13,0,35.5921179,139.7735644
n00486,2180682154,13,50,35.5936137,139.71553
n00487,null,13,0,35.5820809,139.6822528
n00488,1967735121,13,50,35.550353,139.7167663
n00489,1985584173,13,50,35.558747,139.7433035
n00490,225234076,13,50,35.555831,139.7263154
n00491,587868554,13,50,35.592607,139.6811411
n00492,2250527685,13,50,35.6026937,139.6954261
n00493,null,13,0,35.5860941,139.7195154
n00494,null,13,0,35.5837753,139.7199156
n00495,2075827813,13,50,35.5880313,139.7117844
n00496,1985315064,13,50,35.5445837,139.7169127
n00497,null,13,0,35.5883055,139.7470695
n00498,null,13,0,35.5835687,139.7446754
n00499,1737952628,13,1,35.5762606,139.7471377
n00500,1738026002,13,1,35.5793389,139.7426783
n00501,1738023530,13,1,35.5779901,139.7453523
n00502,null,13,0,35.5769671,139.7481777
n00503,206521384,13,50,35.6010254,139.7075034
n00504,1985259007,13,50,35.5479194,139.7270559
n00505,1967707552,13,50,35.5601676,139.6968361
n00506,436379269,13,50,34.7518857,139.3550477
n00507,2120258520,13,50,34.7478963,139.356276
n00508,null,13,0,34.7458267,139.3597468
n00509,2118885042,13,50,34.7544699,139.3565707
n00510,null,13,0,34.7723253,139.3638407
n00511,2119621794,13,50,34.6847972,139.405433
n00512,2119219456,13,1,34.6844077,139.4354219
n00513,null,13,0,35.6663222,139.7632707
n00514,549860883,13,50,35.6643785,139.7843524
n00515,null,13,0,35.6775992,139.7837409
n00516,null,13,0,35.6761167,139.7852763
n00517,null,13,0,35.6762529,139.7857723
n00518,null,13,0,35.6770434,139.7800033
n00519,null,13,0,35.6695396,139.7748525
n00520,1484755097,13,50,35.6673779,139.772631
n00521,null,13,0,35.6646829,139.769019
n00522,2476235567,13,50,35.6650969,139.7853268
n00523,null,13,0,35.6929394,139.785734
n00524,4091637833,13,50,35.6909743,139.7836584
n00525,2184622657,13,50,35.6815688,139.7853825
n00526,null,13,0,35.6785627,139.7771311
n00527,null,13,0,35.6892675,139.7851418
n00528,4005256787,13,50,35.6863448,139.7778072
n00529,null,13,0,35.6849595,139.7794917
n00530,208140813,13,50,35.6822824,139.7813454
n00531,1892464886,13,50,35.6839443,139.7882069
n00532,231716180,13,50,35.6889356,139.7692886
n00533,null,13,0,35.6727289,139.7767048
n00534,5053330909,13,1,35.7240911,139.6711376
n00535,1962202912,13,50,35.7238693,139.6725457
n00536,1973554604,13,50,35.721988,139.6720456
n00537,645898624,13,50,35.7352556,139.632418
n00538,2401382722,13,50,35.7018994,139.6764435
n00539,2426753940,13,50,35.7029618,139.6826664
n00540,1968081031,13,50,35.6969278,139.6813756
n00541,1963330534,13,50,35.6877169,139.6691673
n00542,278008768,13,50,35.5539364,139.4429558
n00543,623049452,13,1,35.5725343,139.4622871
n00544,3376158270,13,50,35.5693161,139.4540311
n00546,4249994378,13,50,35.5283362,139.4632162
n00547,2718652229,13,50,35.5423304,139.4624039
n00548,2078353249,13,50,35.577941,139.4112317
n00549,279329363,13,50,35.6023192,139.3762853
n00550,2217982957,13,50,35.5992007,139.3810524
n00551,5468858891,13,50,35.5917764,139.382287
n00552,5591740636,13,100,35.522895,139.4719952
n00553,2718652190,13,50,35.5309857,139.471734
n00554,5591202733,13,50,35.5304697,139.4711799
n00555,4665169911,13,50,35.6042894,139.4446284
n00556,5587778526,13,100,35.5826645,139.4071704
n00557,null,13,0,35.5499708,139.434319
n00558,1002424811,13,50,35.5533281,139.427861
n00559,4476021492,13,1,35.5840975,139.4296336
n00560,3926537158,13,50,35.6061425,139.3179299
n00561,3710589663,13,50,35.5770842,139.421221
n00562,4927560082,13,1,35.506019,139.4732342
n00563,null,13,0,35.5155754,139.4736548
n00564,1658915577,13,50,35.5860449,139.4826559
n00565,4463441630,13,50,35.5579852,139.4336682
n00566,2774586773,13,1,35.5644428,139.444271
n00567,4558153982,13,1,35.5727753,139.4442563
n00568,null,13,0,35.5602612,139.4487888
n00569,5587778527,13,50,35.5721426,139.4147675
n00570,5094612736,13,1,35.5677194,139.4275287
n00571,4558153976,13,1,35.5844661,139.4488258
n00572,2474980655,13,1,35.6576512,139.5366511
n00573,300195364,13,1,35.6532317,139.5700454
n00574,873820819,13,50,35.6510492,139.5823775
n00575,297173958,13,1,35.648547,139.5415379
n00576,278928202,13,50,35.6574291,139.5329849
n00577,638991159,13,50,35.6702519,139.5554831
n00578,265396379,13,50,35.677488,139.5553797
n00579,187030037,13,1,35.6811763,139.5546764
n00580,1977839692,13,1,35.6815127,139.5462301
n00581,1781366881,13,50,35.6633125,139.5835597
n00582,297249812,13,50,35.6487217,139.5324589
n00583,2474972862,13,50,35.6544294,139.5477888
n00584,2593920990,13,50,35.6573542,139.5244789
n00585,4954000741,13,1,35.753713,139.5082878
n00586,4954000789,13,1,35.7594783,139.5002202
n00587,3634151816,13,1,35.7490617,139.5336376
n00588,null,13,0,35.758695,139.5247771
n00589,null,13,0,35.744221,139.5136608
n00590,null,13,0,35.7629256,139.5374017
n00591,4955966881,13,1,35.747743,139.5122748
n00592,null,13,0,35.7577778,139.5150936
n00593,null,13,0,35.7486158,139.4989233
n00594,2355583192,13,1,35.7439171,139.4927239
n00595,2112791596,13,50,35.7483179,139.4100973
n00596,2442955822,13,1,35.7422145,139.4385677
n00597,2285728028,13,50,35.7473633,139.4313291
n00598,null,13,0,35.7396435,139.4449626
n00599,2774558182,13,50,35.7479354,139.4470054
n00600,null,13,0,35.7427163,139.4395289
n00601,2112791593,13,50,35.7460821,139.4215625
n00602,null,13,0,35.7423145,139.4229677
n00603,null,13,0,35.6590324,139.3729091
n00604,null,13,0,35.6588688,139.3686646
n00605,276599535,13,50,35.6591003,139.4166615
n00606,185789653,13,50,35.6695752,139.4031401
n00607,299462344,13,50,35.6684768,139.4203511
n00608,1939487525,13,50,35.6681219,139.3816639
n00609,295563714,13,50,35.6731175,139.3837463
n00610,295563715,13,50,35.6716835,139.379364
n00611,295563713,13,50,35.674354,139.3857707
n00612,298203111,13,1,35.6594191,139.3996854
n00613,1996602718,13,50,35.6799677,139.3780443
n00614,299462262,13,1,35.6793274,139.3968971
n00615,567197478,13,50,35.6542674,139.4353863
n00616,26602356,13,50,35.6302044,139.3283635
n00617,306328209,13,50,35.6386466,139.3098312
n00618,295541028,13,50,35.6837174,139.3485701
n00619,274301177,13,50,35.6387189,139.3600673
n00620,2097691082,13,50,35.6633948,139.3400047
n00621,2339202452,13,50,35.6660039,139.2890734
n00622,1961244608,13,50,35.6625898,139.3211552
n00623,295712636,13,50,35.6649896,139.3683408
n00624,295541019,13,1,35.6829489,139.3452493
n00625,2144960199,13,1,35.6869652,139.3448444
n00626,null,13,0,35.6783159,139.3345309
n00627,2218057431,13,50,35.6495986,139.3037805
n00628,293957433,13,50,35.6476417,139.3365836
n00629,295565658,13,50,35.6868732,139.370834
n00630,304820586,13,50,35.6437454,139.3313857
n00631,null,13,0,35.6324564,139.3186957
n00632,2637866704,13,50,35.6196288,139.3889171
n00633,274281748,13,50,35.6245285,139.3930316
n00634,274280155,13,50,35.6251928,139.3951274
n00635,null,13,0,35.6227217,139.3714136
n00636,458815505,13,1,35.6225971,139.3761438
n00637,234437402,13,50,35.6747301,139.2923185
n00638,298178511,13,50,35.6809465,139.3666705
n00639,2421569542,13,50,35.6555093,139.307259
n00640,null,13,0,35.6964884,139.2762759
n00641,561240234,13,50,35.6775571,139.2853583
n00642,275990320,13,50,35.6354631,139.41901
n00643,300646031,13,1,35.6388522,139.4220503
n00644,293209846,13,50,35.6602268,139.358796
n00645,null,13,0,35.6684095,139.3305682
n00646,3224394480,13,50,35.6769488,139.3138383
n00647,3224395911,13,50,35.6805525,139.3067394
n00648,3224395912,13,50,35.6829554,139.3039684
n00649,2218286250,13,50,35.6846705,139.300661
n00650,2565052965,13,50,35.609912,139.385479
n00651,3719571006,13,1,35.6620995,139.3130536
n00652,295541022,13,50,35.6811931,139.344054
n00653,757636998,13,50,35.6896526,139.2501138
n00654,2564605750,13,50,35.6196894,139.3979033
n00655,2415444733,13,1,35.6480086,139.3525246
n00656,298178262,13,1,35.6484304,139.3585906
n00657,304297916,13,1,35.6280254,139.3996453
n00658,274281923,13,50,35.6271728,139.3952031
n00659,274281527,13,50,35.62734,139.4038376
n00660,null,13,0,35.6270844,139.4020724
n00661,2320335630,13,50,35.6315135,139.395301
n00662,277406512,13,50,35.6142348,139.3425295
n00663,306328225,13,50,35.6376198,139.306643
n00664,5103426785,13,50,33.0711105,139.8028186
n00665,5102188967,13,50,33.1125802,139.7950245
n00666,5103426813,13,50,33.103891,139.7895584
n00667,5102215900,13,50,33.1083673,139.7913371
n00668,null,13,0,33.1056632,139.7899979
n00669,5103426786,13,50,33.0673626,139.807759
n00670,1973477330,13,50,35.7833619,139.6735245
n00671,610607759,13,1,35.7859641,139.6721486
n00672,2467677002,13,50,35.7824944,139.662065
n00673,3063151987,13,50,35.7845002,139.653915
n00674,null,13,0,35.7939984,139.6449989
n00675,null,13,0,35.7914158,139.6544704
n00676,1962212929,13,50,35.789614,139.6701401
n00677,null,13,0,35.7859453,139.6854122
n00678,638282459,13,1,35.7616065,139.6720869
n00679,3365446422,13,50,35.7748858,139.6959673
n00680,179893984,13,50,35.7745267,139.6965142
n00681,null,13,0,35.7795017,139.6894399
n00682,null,13,0,35.752849,139.6777974
n00683,null,13,0,35.7948412,139.6666614
n00684,null,13,0,35.772252,139.6698584
n00685,2594264270,13,50,35.7795433,139.6453329
n00686,610037810,13,1,35.7665032,139.6871626
n00687,1218941933,13,50,35.7695822,139.6908223
n00688,668093053,13,1,35.7809158,139.6952449
n00689,null,13,0,35.7826848,139.6888146
n00690,1966493543,13,50,35.7525669,139.6850314
n00691,1966493540,13,1,35.7522548,139.6837551
n00692,1973310633,13,50,35.7800902,139.6631964
n00693,1091771197,13,50,35.7517134,139.7101924
n00694,5134636277,13,1,35.7529432,139.7082191
n00695,1078812035,13,1,35.7607757,139.7022689
n00696,180066917,13,50,35.7582408,139.7071367
n00697,2577031437,13,1,35.7539573,139.6902292
n00698,null,13,0,35.7809307,139.679217
n00699,179943377,13,50,35.7692256,139.7021891
n00700,null,13,0,35.6082396,139.7042509
n00701,205578782,13,50,35.6171599,139.7029993
n00702,1971908617,13,50,35.6213118,139.7184558
n00703,null,13,0,35.6129337,139.7314456
n00704,1962454649,13,50,35.5950193,139.729817
n00705,null,13,0,35.6052479,139.713283
n00706,1983087860,13,1,35.6252855,139.7304468
n00707,1967407110,13,50,35.6321415,139.7209715
n00708,1971800824,13,50,35.6214977,139.7455354
n00709,null,13,0,35.6168304,139.7462533
n00710,1971764020,13,50,35.6139989,139.7480094
n00711,null,13,0,35.5853514,139.7560327
n00712,1971930017,13,50,35.6119107,139.7151651
n00713,575296275,13,1,35.6169657,139.7172204
n00714,null,13,0,35.6173822,139.7134429
n00715,null,13,0,35.6058834,139.7159371
n00716,null,13,0,35.6219426,139.7386767
n00717,187030035,13,1,35.688344,139.4783321
n00718,1865624322,13,1,35.6705221,139.5045223
n00719,null,13,0,35.6599544,139.4566574
n00720,1266141561,13,1,35.6841462,139.4589857
n00721,4577299540,13,50,35.670157,139.4857153
n00722,2475029869,13,50,35.6729816,139.4665799
n00723,317183388,13,50,35.6670092,139.4590181
n00724,2405785886,13,1,35.6721247,139.4588021
n00725,2475012749,13,50,35.6720122,139.4871485
n00726,4577450617,13,50,35.6702304,139.4933756
n00727,null,13,0,35.7386274,139.3765236
n00728,3912357771,13,50,35.741436,139.371432
n00729,null,13,0,35.7487109,139.4011942
n00730,3912191062,13,50,35.7428598,139.3970765
n00731,1977838487,13,50,35.7593848,139.3665508
n00732,3198614308,13,50,35.7553431,139.3882148
n00733,1961519183,13,50,35.6997877,139.5855075
n00734,1969337823,13,50,35.7168532,139.5551542
n00735,2097826988,13,50,35.7513693,139.3230933
n00736,2215950607,13,50,35.7275359,139.3350909
n00737,2356927951,13,50,35.7229222,139.3438889
n00738,1967094153,13,50,35.7206552,139.3355368
n00739,2097826987,13,50,35.745718,139.326339
n00740,1740464656,13,50,35.7481908,139.3314708
n00741,2144958088,13,1,35.7405475,139.3227094
n00742,210907346,13,50,35.7034263,139.7463424
n00743,7365726284,13,50,35.7195106,139.7545198
n00744,464089814,13,50,35.7086988,139.752086
n00745,null,13,0,35.7225098,139.736299
n00746,null,13,0,35.7219542,139.7341325
n00747,null,13,0,35.7247873,139.7357434
n00748,170537547,13,50,35.7048261,139.7696342
n00749,null,13,0,35.7051493,139.7624987
