gmlid,idref,area,fixed,lat,lon
n00001,5078559721,1,1,43.0344222,141.4702638
n00002,null,1,0,43.1217877,141.2486765
n00003,3878524362,1,1,43.0421574,141.3258532
n00004,5239358171,1,50,43.1421718,141.3720735
n00005,null,1,0,43.2351217,144.3249663
n00006,null,1,0,43.1973842,144.2625893
n00007,206264069,1,1,43.7602974,142.3764305
n00008,null,1,0,43.7619531,142.3796087
n00009,null,1,0,43.7699566,142.3513257
n00010,817302132,1,1,43.7732294,142.3450025
n00011,817277844,1,1,43.7677362,142.3659483
n00012,817277863,1,1,43.7654455,142.3744633
n00013,null,1,0,43.7705766,142.3586697
n00014,601395952,1,1,43.7689618,142.3809529
n00015,490921951,1,50,43.7379893,142.3845181
n00016,198132017,1,50,43.7332072,142.391185
n00017,null,1,0,43.7871854,142.3519532
n00018,null,1,0,43.8035622,142.4222495
n00019,null,1,0,43.8062784,142.426661
n00020,2152782131,1,50,43.7882582,142.3974142
n00021,null,1,0,43.8010119,142.4194
n00022,620402672,1,1,43.8048906,142.425537
n00023,620402673,1,1,43.8081216,142.4307406
n00024,620402670,1,1,43.7928145,142.4060468
n00025,null,1,0,43.7931419,142.4066968
n00026,1356579387,1,50,43.7970527,142.4128946
n00027,null,1,0,43.7853564,142.4117239
n00028,4737527473,1,1,43.781341,142.4154265
n00029,null,1,0,43.7836591,142.4158921
n00030,5921708187,1,1,43.8142412,142.4296135
n00031,497430023,1,1,43.7612617,142.370493
n00032,null,1,0,43.8904454,142.2372386
n00033,206912599,1,1,43.7935931,142.3550736
n00034,206912608,1,1,43.8001612,142.363928
n00035,null,1,0,43.7517781,142.3562679
n00036,2303752420,1,50,43.7477626,142.3574569
n00037,492609120,1,50,43.7455879,142.3574736
n00038,null,1,0,43.7569508,142.3493587
n00039,null,1,0,43.722946,142.1850041
n00040,null,1,0,43.7688263,142.3241706
n00041,2212534527,1,50,43.7226005,142.3694552
n00042,null,1,0,43.6840433,142.3919668
n00043,5784771881,1,1,43.7683204,142.2949819
n00044,5154835136,1,1,43.769177,142.2877205
n00045,206912515,1,1,43.7870829,142.3630706
n00046,null,1,0,43.7758401,142.3189996
n00047,null,1,0,43.7722126,142.3245241
n00048,null,1,0,43.7768741,142.3738552
n00049,null,1,0,43.779387,142.3752678
n00050,null,1,0,43.7861784,142.3832101
n00051,817320865,1,1,43.7329484,142.4440688
n00052,817067578,1,1,43.7455151,142.4202692
n00053,null,1,0,43.7557485,142.5149539
n00054,null,1,0,43.7710051,142.4421238
n00055,null,1,0,43.7704888,142.4480649
n00056,null,1,0,43.7455943,142.4101518
n00057,615280281,1,1,43.7536863,142.4054053
n00058,817219606,1,1,43.8203006,142.4104262
n00059,null,1,0,43.8189998,142.4074588
n00060,null,1,0,43.8243824,142.415745
n00061,5921708186,1,1,43.821527,142.4219994
n00062,null,1,0,43.7501786,142.3826498
n00063,null,1,0,43.7698841,142.3980597
n00064,5921934885,1,1,43.7718537,142.4134467
n00065,202800280,1,1,43.7737849,142.4130506
n00066,null,1,0,43.7555017,142.4019797
n00067,601386739,1,1,43.7606766,142.3905997
n00068,202800267,1,1,43.7600708,142.400043
n00069,null,1,0,43.7624495,142.4126559
n00070,null,1,0,43.8012079,142.382943
n00071,null,1,0,43.8149819,142.4015981
n00072,817219715,1,1,43.8170342,142.4047982
n00073,null,1,0,43.8061507,142.3855486
n00074,550204906,1,1,43.8117386,142.3778234
n00075,null,1,0,43.8020931,142.38506
n00076,null,1,0,43.8052373,142.3893317
n00077,null,1,0,43.8062324,142.3906526
n00078,null,1,0,43.8104129,142.3966404
n00079,null,1,0,43.7947526,142.3986202
n00080,198550603,1,50,43.73417,142.3772269
n00081,null,1,0,43.7848534,142.3364098
n00082,511243608,1,1,43.7865831,142.3340687
n00083,817302106,1,1,43.7887319,142.3300764
n00084,null,1,0,43.4924688,142.2028396
n00085,4967192826,1,1,43.4986304,142.2030409
n00086,5847691386,1,1,43.5116716,142.1918111
n00087,5217298621,1,1,43.5247864,142.1858134
n00088,5608373529,1,1,43.529411,142.1822467
n00089,null,1,0,43.5300129,142.1821679
n00090,null,1,0,43.5284753,142.1847102
n00091,3090740228,1,1,42.7990105,140.7004
n00092,194421988,1,50,42.8080178,140.6866828
n00093,null,1,0,42.7962267,140.9390833
n00094,null,1,0,42.7897602,140.9353116
n00095,null,1,0,42.7975858,140.9499565
n00096,null,1,0,42.8605066,140.8836174
n00097,null,1,0,42.8580983,140.8882467
n00098,3218769440,1,1,42.9007514,140.7522759
n00099,2676957985,1,1,42.8928612,140.7516234
n00100,null,1,0,42.8732556,140.7496435
n00101,null,1,0,42.9041489,140.7533438
n00102,null,1,0,42.9061468,140.7533211
n00103,null,1,0,42.7714599,140.8029408
n00104,null,1,0,42.762518,140.8030591
n00105,3079604317,1,50,42.6480723,140.807925
n00106,3104844777,1,50,42.5444096,140.7679826
n00107,3104844999,1,50,42.5428093,140.7691715
n00108,3104844778,1,50,42.5647641,140.8094983
n00109,3104844991,1,50,42.5651739,140.8228969
n00110,3079574381,1,50,42.646428,140.8309932
n00111,3079574385,1,50,42.6482637,140.8333522
n00112,3104844990,1,50,42.5377181,140.7733691
n00113,3104844883,1,50,42.5407235,140.7710894
n00114,3079574380,1,50,42.5817057,140.7159723
n00115,3079574384,1,50,42.5815841,140.7180484
n00116,3079574382,1,50,42.5826058,140.713906
n00117,3104844787,1,50,42.7386116,140.8777923
n00118,3104845604,1,50,42.7394349,140.8798909
n00119,3079574379,1,50,42.4736324,140.8579021
n00120,3104844774,1,50,42.4689801,140.8767253
n00121,3104844998,1,50,42.4685915,140.8775097
n00122,null,1,0,42.6689457,141.077873
n00123,3079574383,1,50,42.4722082,140.8596271
n00124,3104844989,1,50,42.4873597,140.8389742
n00125,null,1,0,42.4299514,140.9034719
n00126,null,1,0,42.4281975,140.9045769
n00127,3079574378,1,50,42.466475,140.9078048
n00128,3104844775,1,50,42.474251,140.8666029
n00129,780530487,1,1,42.5164386,140.7893944
n00130,null,1,0,42.4629742,140.8821416
n00131,null,1,0,42.4603056,140.8851052
n00132,null,1,0,42.7986002,140.590954
n00133,null,1,0,42.751635,140.4698703
n00134,null,1,0,42.8086077,140.5320327
n00135,null,1,0,42.8117253,140.5426437
n00136,null,1,0,43.6458047,141.8888271
n00137,null,1,0,43.6499194,141.8913522
n00138,null,1,0,43.6464644,141.8864852
n00139,null,1,0,43.8036382,141.936183
n00140,null,1,0,43.8085582,141.9298988
n00141,null,1,0,43.7662244,141.9616049
n00142,null,1,0,43.7275614,141.8782958
n00143,null,1,0,44.011354,142.1533726
n00144,305355420,1,1,44.0135704,142.1551016
n00145,null,1,0,43.6923415,141.9567464
n00146,null,1,0,43.6930544,141.9608862
n00147,null,1,0,43.6955153,141.9627518
n00148,null,1,0,42.2048635,142.6875409
n00149,3104845600,1,50,42.174712,142.7638544
n00150,3104844767,1,50,42.1853206,142.7237043
n00151,3104844769,1,50,42.1922227,142.6917369
n00152,3104845599,1,50,42.1428143,142.8328022
n00153,3104844997,1,50,42.1630875,142.7740032
n00154,2327714265,1,50,42.170668,142.7672526
n00155,3104844766,1,50,42.1734501,142.766311
n00156,3104844765,1,50,42.1413459,142.8217176
n00157,null,1,0,42.1711161,139.5155828
n00158,330666399,1,50,42.1751717,139.5162544
n00159,null,1,0,42.0619772,139.4499866
n00160,null,1,0,42.062004,139.450023
n00161,null,1,0,43.5133481,142.0271307
n00162,null,1,0,43.5099721,142.0253699
n00163,null,1,0,43.5032344,142.0100378
n00164,null,1,0,43.5207466,142.0423711
n00165,null,1,0,42.8661637,143.0428004
n00166,null,1,0,42.9659287,143.0428287
n00167,7005084074,1,1,42.8048651,142.9560503
n00168,null,1,0,42.9102935,143.0458729
n00169,5308267824,1,1,42.9211614,143.0495801
n00170,null,1,0,42.921284,143.0591752
n00171,null,1,0,42.923869,143.0984401
n00172,null,1,0,42.9229909,143.0741147
n00173,null,1,0,42.9216703,143.0556336
n00174,null,1,0,42.8796984,143.1101185
n00175,null,1,0,42.9156031,143.0479234
n00176,3104844780,1,50,42.651408,143.1850799
n00177,3104845603,1,50,42.6488822,143.1883891
n00178,3081942226,1,50,42.6093617,143.2486415
n00179,null,1,0,42.635022,143.0918375
n00180,3104844786,1,50,42.6941689,143.1290485
n00181,3081942224,1,50,42.7020146,143.134417
n00182,null,1,0,43.0025682,143.1967883
n00183,null,1,0,43.0007414,143.1969786
n00184,null,1,0,43.000242,143.1971113
n00185,555577476,1,1,42.9666137,143.2074135
n00186,4920229521,1,1,42.9677813,143.20657
n00187,3081942228,1,50,42.977052,143.2073453
n00188,null,1,0,42.9414336,143.2032054
n00189,null,1,0,42.9525099,143.205032
n00190,4920229422,1,1,42.9672505,143.2073894
n00191,null,1,0,42.946652,143.2050949
n00192,null,1,0,42.9534979,143.2060339
n00193,null,1,0,43.1675115,143.2668104
n00194,null,1,0,43.1512108,143.2406985
n00195,5170401841,1,1,43.1695737,143.2487302
n00196,null,1,0,43.0985896,143.2296932
n00197,null,1,0,43.1666385,143.0234419
n00198,null,1,0,43.1309225,142.989267
n00199,null,1,0,43.1086528,142.9836005
n00200,null,1,0,43.1699547,143.1105757
n00201,null,1,0,43.0990741,142.9876997
n00202,null,1,0,43.2335949,143.2911372
n00203,2425311402,1,1,43.2261987,143.2941373
n00204,2425313435,1,1,43.2285147,143.2944835
n00205,2425311684,1,1,43.2212304,143.2849728
n00206,null,1,0,43.450792,141.8360298
n00207,null,1,0,43.4328572,141.8213893
n00208,null,1,0,43.3416156,141.6769966
n00209,5031545921,1,1,43.5493339,141.8752984
n00210,null,1,0,43.5486854,141.8759706
n00211,4089553389,1,1,43.5363553,141.8807889
n00212,293188796,1,1,42.0371206,140.8176147
n00213,293188798,1,1,42.0320593,140.8217237
n00214,293188729,1,1,42.0469124,140.8089847
n00215,null,1,0,42.1075234,140.5767594
n00216,null,1,0,42.1263722,140.6977078
n00217,633182026,1,50,42.0489638,140.6013574
n00218,454264176,1,1,42.1097224,140.5947293
n00219,null,1,0,42.1251999,140.6583116
n00220,449017770,1,1,42.0936251,140.5747571
n00221,473932863,1,1,42.0884028,140.5816778
n00222,311398787,1,1,42.121547,140.4450619
n00223,473932909,1,1,42.0916451,140.5788924
n00224,374103445,1,1,42.1084699,140.5547986
n00225,376663044,1,1,42.1109702,140.5489293
n00226,4939246921,1,50,43.1977534,141.7735446
n00227,5068472921,1,1,43.2041459,141.7674626
n00228,5379355841,1,1,43.2054502,141.7710405
n00229,null,1,0,43.1978939,141.7654632
n00230,null,1,0,43.1937137,141.7632324
n00231,560994822,1,1,43.2015243,141.7573265
n00232,null,1,0,43.2568915,141.8079245
n00233,5038040121,1,1,43.1858491,141.7652729
n00234,4984100824,1,1,43.1802454,141.7634787
n00235,null,1,0,43.1239883,141.7480703
n00236,null,1,0,43.1473468,141.7528972
n00237,null,1,0,43.2124896,141.7587417
n00238,null,1,0,43.1664301,141.760097
n00239,5042483021,1,1,43.1874144,141.7400662
n00240,478210257,1,1,43.1869361,141.7405289
n00241,4988918422,1,1,43.1869344,141.7346639
n00242,4952247321,1,1,43.1543474,141.6627413
n00243,4887106122,1,1,43.1753137,141.7616629
n00244,5040070822,1,1,43.2104062,141.7852027
n00245,5038046121,1,1,43.2045775,141.7828937
n00246,4960713221,1,1,43.1920575,141.761155
n00247,5038040022,1,1,43.1890335,141.7655207
n00248,null,1,0,43.2574283,141.7023418
n00249,4962837622,1,1,43.1480283,141.6505592
n00250,null,1,0,42.9808623,140.5173928
n00251,null,1,0,42.982762,140.5151912
n00252,null,1,0,42.9805168,140.5036693
n00253,null,1,0,42.984048,140.521296
n00254,null,1,0,42.9825219,140.5231652
n00255,null,1,0,42.9830591,140.5338118
n00256,null,1,0,43.0324197,140.5341588
n00257,null,1,0,42.9791966,140.6141887
n00258,null,1,0,43.0148766,140.5694592
n00259,null,1,0,42.996343,140.5359357
n00260,null,1,0,42.9829185,140.5357256
n00261,null,1,0,41.9710036,140.6708404
n00262,null,1,0,41.862985,140.7171982
n00263,null,1,0,41.8572807,140.7273178
n00264,null,1,0,41.893186,140.6934815
n00265,null,1,0,41.8598549,140.7176376
n00266,null,1,0,41.8892095,140.6956277
n00267,null,1,0,42.4547547,139.8494861
n00268,null,1,0,42.2201499,139.8656902
n00269,null,1,0,42.2249351,139.8215919
n00270,null,1,0,42.3589253,139.9080907
n00271,null,1,0,42.4178879,139.8627717
n00272,715192234,1,1,42.4164766,139.8691181
n00273,4899786831,1,1,42.4118958,139.8802805
n00274,5170745617,1,1,43.4827311,141.9767275
n00275,3080117823,1,1,43.4628685,142.4669554
n00276,null,1,0,43.4583722,142.4681542
n00277,null,1,0,43.4578714,142.4694433
n00278,3080117825,1,50,43.4004197,142.4187132
n00279,3080117818,1,50,43.4110821,142.4272969
n00280,null,1,0,43.4076812,142.4247895
n00281,null,1,0,43.4257681,141.887332
n00282,null,1,0,43.418916,141.8852027
n00283,null,1,0,43.4293024,141.8891636
n00284,3104844796,1,50,43.1636076,142.5683421
n00285,3104844795,1,50,43.1384113,142.4145727
n00286,497459311,1,1,43.0274501,141.595949
n00287,null,1,0,43.0640184,141.6535397
n00288,497350784,1,1,43.0613016,141.6495361
n00289,4889313729,1,1,43.0568011,141.6535283
n00290,null,1,0,43.0364389,144.4566216
n00291,null,1,0,43.0105279,144.4083008
n00292,null,1,0,43.0077244,144.4141276
n00293,null,1,0,43.0058479,144.4163635
n00294,null,1,0,42.9529696,144.5323918
n00295,null,1,0,43.0113329,144.409823
n00296,null,1,0,43.0143487,144.4063858
n00297,null,1,0,43.0016603,144.4199157
n00298,577862396,1,50,43.4354483,144.0846505
n00299,null,1,0,43.1022663,144.1194883
n00300,706091306,1,50,43.1173378,144.1300869
n00301,5326400435,1,1,43.0113266,144.379313
n00302,5326417232,1,1,43.0050272,144.3929084
n00303,534234602,1,1,43.0157801,144.3908534
n00304,427415235,1,1,42.890248,143.9336469
n00305,null,1,0,42.9913023,144.4194822
n00306,null,1,0,42.9938931,144.4173162
n00307,null,1,0,43.0016533,144.3791928
n00308,null,1,0,42.9895839,144.3773274
n00309,null,1,0,42.9875846,144.3984639
n00310,null,1,0,42.965928,144.4293703
n00311,null,1,0,42.9767177,144.41491
n00312,null,1,0,43.0004984,144.3825743
n00313,6737643985,1,1,43.0049288,144.3735658
n00314,null,1,0,42.9907228,144.3864374
n00315,4780645423,1,1,43.0158207,144.3268815
n00316,4780025721,1,1,43.0142586,144.3178421
n00317,4780645829,1,1,43.012092,144.3035139
n00318,4780681621,1,1,43.0136838,144.3143073
n00319,null,1,0,42.9680164,144.3946206
n00320,null,1,0,42.9960109,144.3849713
n00321,4780645427,1,1,43.0099812,144.2876673
n00322,null,1,0,43.0101883,144.2707403
n00323,null,1,0,43.0112838,144.2628425
n00324,null,1,0,42.9791408,144.3827161
n00325,null,1,0,43.0065546,144.3820206
n00326,6758875171,1,50,43.0086043,144.3629373
n00327,5326417229,1,50,43.0145731,144.3501985
n00328,6755324167,1,50,43.0143738,144.3538161
n00329,5326417821,1,1,43.0163044,144.3414353
n00330,null,1,0,43.0120641,144.3471
n00331,null,1,0,43.0092742,144.3361702
n00332,null,1,0,43.000475,144.3967498
n00333,5326400434,1,1,42.9990447,144.399444
n00334,null,1,0,42.9935002,144.3793548
n00335,null,1,0,42.9780577,144.3882156
n00336,534286977,1,1,43.0158894,144.3903333
n00337,null,1,0,43.0165631,144.3841526
n00338,null,1,0,43.0143596,144.3886307
n00339,null,1,0,42.9931987,144.370195
n00340,null,1,0,42.9945363,144.3677096
n00341,null,1,0,42.9892563,144.4027263
n00342,null,1,0,42.9835487,144.3773194
n00343,3104844789,1,50,42.8803379,141.577388
n00344,null,1,0,42.8989767,141.5801949
n00345,723294794,1,50,42.8751249,141.5840282
n00346,723295959,1,50,42.873937,141.5849931
n00347,null,1,0,42.8780488,141.5801422
n00348,null,1,0,42.8971236,141.5833641
n00349,null,1,0,42.9174309,141.5747378
n00350,null,1,0,42.8904608,141.5686125
n00351,723288476,1,50,42.8938446,141.5655782
n00352,723285393,1,50,42.902003,141.569854
n00353,4067965158,1,1,42.8953666,141.571159
n00354,723296939,1,50,42.8715963,141.5872478
n00355,null,1,0,43.0610704,140.4969625
n00356,3111963169,1,1,43.2767936,140.6383108
n00357,3104844888,1,50,43.2607338,140.6508393
n00358,null,1,0,43.0436549,144.8501277
n00359,null,1,0,43.0526005,144.8462988
n00360,null,1,0,43.0931324,144.7908941
n00361,null,1,0,43.0171969,144.703429
n00362,3474680993,1,50,43.0621614,144.8234348
n00363,null,1,0,43.0167911,144.704953
n00364,null,1,0,43.0315099,144.8599743
n00365,null,1,0,43.0324841,145.0274648
n00366,null,1,0,43.196965,145.1948887
n00367,723672215,1,1,43.08042,145.0991367
n00368,null,1,0,43.1349178,145.016932
n00369,null,1,0,43.1404557,145.0233132
n00370,null,1,0,43.0795725,145.1288535
n00371,null,1,0,42.2952936,143.3098635
n00372,3104845601,1,50,42.3979642,143.3060401
n00373,null,1,0,42.3027756,143.3175004
n00374,null,1,0,42.2899605,143.3139952
n00375,null,1,0,42.2852935,143.317714
n00376,3104845593,1,1,42.5024048,143.2799645
n00377,null,1,0,42.4872857,143.2771723
n00378,3104844805,1,50,42.4969028,143.2777037
n00379,4939227821,1,1,43.1115239,141.550142
n00380,1971149487,1,50,43.1096251,141.5476894
n00381,1971195523,1,50,43.1131932,141.4687257
n00382,1971123062,1,50,43.1092552,141.4659369
n00383,1971149381,1,50,43.112129,141.5263327
n00384,445417379,1,50,43.1071545,141.5376501
n00385,1971187006,1,50,43.1207494,141.514239
n00386,1971169175,1,50,43.1282844,141.5018706
n00387,186422131,1,50,43.0990761,141.5316274
n00388,186423720,1,50,43.1022352,141.5363119
n00389,1971123085,1,50,43.0701074,141.4829838
n00390,1971169186,1,50,43.0845587,141.5053532
n00391,1971187015,1,50,43.1093299,141.573801
n00392,1971133853,1,50,43.0935641,141.5118485
n00393,1971169122,1,50,43.0868727,141.5160881
n00394,null,1,0,43.0937064,141.5307144
n00395,1971133824,1,50,43.0884197,141.5163796
n00396,186423515,1,50,43.0916,141.5211345
n00397,1971149448,1,50,43.1056262,141.5420638
n00398,1971169154,1,50,43.1216275,141.5424184
n00399,null,1,0,43.2722715,145.4979041
n00400,null,1,0,43.293418,145.5856027
n00401,null,1,0,43.3273347,145.5793331
n00402,null,1,0,43.2304698,145.2519304
n00403,null,1,0,43.3446735,145.7599387
n00404,null,1,0,43.3400563,145.7500595
n00405,null,1,0,43.327207,145.5772671
n00406,null,1,0,43.3230261,145.5690936
n00407,null,1,0,43.3190922,145.5599435
n00408,null,1,0,43.3191787,145.5584143
n00409,null,1,0,43.3280044,145.5869253
n00410,null,1,0,43.3164851,145.5513991
n00411,null,1,0,43.3145874,145.5954719
n00412,null,1,0,43.3364417,145.5822588
n00413,null,1,0,43.338738,145.5853972
n00414,null,1,0,43.3326557,145.5965651
n00415,null,1,0,43.3367554,145.5857394
n00416,null,1,0,43.1954518,145.5190588
n00417,null,1,0,42.8797623,142.4380477
n00418,3104844773,1,50,42.4259934,142.2223573
n00419,null,1,0,42.4267131,142.2220478
n00420,null,1,0,42.5114913,142.0349905
n00421,3088974059,1,50,42.4823906,142.0741042
n00422,null,1,0,42.8799118,142.4369086
n00423,null,1,0,42.8830038,142.4340497
n00424,null,1,0,42.5192503,142.0293691
n00425,null,1,0,42.5201695,142.0264984
n00426,null,1,0,42.4964159,142.0539199
n00427,null,1,0,42.6712766,142.2624299
n00428,null,1,0,42.6686238,142.2653418
n00429,null,1,0,42.7267018,142.2954715
n00430,null,1,0,42.7272439,142.3088516
n00431,481689075,1,1,42.5852768,142.1366346
n00432,null,1,0,42.5864432,142.1327618
n00433,1255426394,1,50,43.5294534,141.928317
n00434,2422875759,1,1,43.5280701,141.9293146
n00435,null,1,0,43.5296338,141.9179874
n00436,null,1,0,43.5141285,141.91321
n00437,null,1,0,43.5216679,141.9155411
n00438,null,1,0,43.4989538,141.9089814
n00439,null,1,0,43.4678078,141.9007247
n00440,null,1,0,43.4988124,141.9096472
n00441,null,1,0,43.03006,141.4934633
n00442,793349905,1,50,43.0512534,141.4712069
n00443,null,1,0,43.0522099,141.4518423
n00444,null,1,0,43.0524494,141.4587757
n00445,455762638,1,1,43.0343277,141.4590546
n00446,456040112,1,50,43.0389258,141.4674616
n00447,327551361,1,50,43.0433146,141.4740453
n00448,5063730421,1,1,43.0389239,141.4829216
n00449,-11025004,1,50,43.0468239,141.4792662
n00450,5634611021,1,1,43.0224371,141.4722087
n00451,null,1,0,43.0522377,141.4742
n00452,null,1,0,43.0110738,141.4723234
n00453,null,1,0,43.1312954,141.2054222
n00454,3104844794,1,50,43.1257745,141.218444
n00455,3104844994,1,50,43.1260826,141.2177554
n00456,3104845001,1,50,43.1312089,141.2030832
n00457,null,1,0,43.132055,141.2411562
n00458,null,1,0,43.130557,141.2355674
n00459,null,1,0,43.1335447,141.2201282
n00460,null,1,0,43.1158642,141.2686144
n00461,null,1,0,43.1160694,141.269181
n00462,null,1,0,43.1387947,141.2036124
n00463,3104844792,1,50,43.096214,141.2603247
n00464,null,1,0,43.0911245,141.2598269
n00465,null,1,0,43.1199977,141.2628849
n00466,null,1,0,43.1287799,141.2580777
n00467,null,1,0,43.1065916,141.2503699
n00468,null,1,0,43.1402658,141.234401
n00469,null,1,0,42.9843382,141.4380044
n00470,5179327321,1,1,43.0021704,141.4364734
n00471,null,1,0,43.0035058,141.4347389
n00472,null,1,0,43.0003559,141.4330622
n00473,5061380922,1,50,42.9892452,141.4511353
n00474,null,1,0,42.980897,141.454023
n00475,7483348263,1,1,42.9786691,141.4580813
n00476,null,1,0,42.9775687,141.4601433
n00477,453711387,1,1,43.0186349,141.4545102
n00478,5125803723,1,1,42.9966717,141.4433913
n00479,453061594,1,1,43.0002737,141.4494234
n00480,167296176,1,1,43.0114508,141.449974
n00481,5154607122,1,1,43.0062327,141.4453925
n00482,null,1,0,43.0241478,141.4331702
n00483,445281717,1,1,43.0211535,141.4342375
n00484,7698496198,1,50,42.9859484,141.4561448
n00485,null,1,0,42.9876859,141.4613868
n00486,4945270007,1,50,43.07112,141.3114882
n00487,null,1,0,43.0720282,141.3015909
n00488,3720666625,1,1,43.0645961,141.2906161
n00489,3086100164,1,50,43.0815923,141.2837046
n00490,null,1,0,43.0823472,141.2704878
n00491,3266526762,1,50,43.072344,141.2807549
n00492,192913185,1,1,43.06992,141.2779105
n00493,3925069411,1,1,43.0729104,141.2674431
n00494,null,1,0,43.0653586,141.2706521
n00495,5011407524,1,50,43.0723552,141.3178425
n00496,3086100162,1,50,43.0681072,141.3086855
n00497,null,1,0,43.0734494,141.306927
n00498,3415330582,1,1,43.0916815,141.3198421
n00499,5054949424,1,1,43.0824578,141.3223331
n00500,null,1,0,43.0961075,141.300148
n00501,null,1,0,43.0940947,141.3034071
n00502,null,1,0,43.0978689,141.3010473
n00503,6704339208,1,50,43.0839996,141.3239781
n00504,null,1,0,43.084287,141.3126909
n00505,null,1,0,43.0904953,141.2984539
n00506,null,1,0,43.0969112,141.2952316
n00507,null,1,0,43.1044279,141.2865019
n00508,null,1,0,43.1075464,141.2815055
n00509,null,1,0,43.0842477,141.2862269
n00510,null,1,0,43.0923127,141.2789043
n00511,null,1,0,43.0948888,141.2817801
n00512,3622818751,1,50,43.0652062,141.3130942
n00513,null,1,0,43.0634036,141.3035979
n00514,3587004692,1,50,43.0620883,141.3046708
n00515,1679095424,1,50,43.0583465,141.3406478
n00516,2288629301,1,50,43.0639415,141.3675411
n00517,3924659708,1,50,43.0428075,141.3260064
n00518,3923200568,1,50,43.0434207,141.3435251
n00519,3924957099,1,50,43.0375878,141.3436121
n00520,null,1,0,43.0347586,141.3440781
n00521,3936041608,1,50,43.0337454,141.343952
n00522,null,1,0,43.0566787,141.3411497
n00523,null,1,0,43.0591227,141.3636419
n00524,3842692079,1,50,43.0541962,141.3349471
n00525,3585998929,1,50,43.052073,141.3216113
n00526,2192277857,1,50,43.0549553,141.3459065
n00527,2267007377,1,50,43.0570526,141.3612083
n00528,2376828794,1,50,43.0527463,141.3427234
n00529,3086100154,1,50,43.0479824,141.3420444
n00530,3086100160,1,50,43.0477394,141.3363959
n00531,3908278849,1,50,43.0452794,141.3241214
n00532,3812403923,1,50,43.0542902,141.3453467
n00533,3372931343,1,50,43.0710543,141.3286747
n00534,3502462158,1,50,43.0709372,141.3191421
n00535,4915799714,1,50,43.0604619,141.3419849
n00536,7185453351,1,50,43.0590835,141.3284811
n00537,4903001056,1,50,43.0614936,141.3456862
n00538,2204097200,1,50,43.0656748,141.3590973
n00539,3483091937,1,50,43.0625133,141.3213675
n00540,2320252744,1,50,43.0648331,141.3350913
n00541,3086100161,1,50,43.064228,141.315107
n00542,2331354443,1,50,43.067333,141.3346606
n00543,null,1,0,43.0670296,141.3243087
n00544,5808340254,1,1,43.1169621,141.4067277
n00545,4875170727,1,50,43.1196775,141.4040219
n00546,3086100156,1,50,43.0901478,141.4153548
n00547,3086100163,1,50,43.091266,141.4180357
n00548,4860888812,1,50,43.0909518,141.4186816
n00549,4860808055,1,50,43.102123,141.4189728
n00550,4839539671,1,50,43.0845715,141.4047642
n00551,4850912831,1,50,43.0916898,141.4065973
n00552,4850912830,1,50,43.0896103,141.4087225
n00553,4837808024,1,50,43.0947146,141.3986525
n00554,4839295923,1,50,43.1006368,141.4070112
n00555,4839295319,1,50,43.1028943,141.4024305
n00556,4829759180,1,50,43.0910526,141.3933205
n00557,4829759184,1,50,43.0897711,141.3964621
n00558,null,1,0,43.0798382,141.3765022
n00559,4506512203,1,50,43.082062,141.378516
n00560,4511404835,1,50,43.0812363,141.3677219
n00561,4511609435,1,50,43.0824718,141.3773587
n00562,4511404831,1,50,43.0828946,141.3637893
n00563,4516300210,1,50,43.0856089,141.3740523
n00564,4516300207,1,50,43.0879354,141.3735825
n00565,4370643989,1,50,43.0856998,141.3514677
n00566,4535697176,1,50,43.0930908,141.3881777
n00567,4536901797,1,50,43.0933025,141.3495327
n00568,4536901808,1,50,43.0943831,141.3578734
n00569,4381994091,1,50,43.0939139,141.3606705
n00570,4553968787,1,50,43.1024117,141.3578842
n00571,null,1,0,43.1016609,141.3455297
n00572,4664652148,1,50,43.1048895,141.3731158
n00573,4664652150,1,50,43.1046904,141.3756406
n00574,4607491770,1,50,43.1042668,141.3450721
n00575,432991378,1,50,43.1074254,141.3688906
n00576,4699284222,1,50,43.1043409,141.3934143
n00577,4608868887,1,50,43.1062453,141.3464212
n00578,4652772386,1,50,43.1101615,141.3674463
n00579,4622000593,1,50,43.108507,141.3571569
n00580,4608874506,1,50,43.1100359,141.3478212
n00581,4742355171,1,50,43.1128179,141.3638747
n00582,4755587745,1,50,43.1184731,141.3539674
n00583,null,1,0,43.1183686,141.3442407
n00584,4791785870,1,50,43.1251868,141.3626123
n00585,2300360852,1,50,43.0690459,141.3603515
n00586,2300362493,1,50,43.0715433,141.3613839
n00587,2300363691,1,50,43.0711415,141.3550643
n00588,5808340553,1,1,43.1226201,141.4129532
n00589,4608868889,1,50,43.1050599,141.3468248
n00590,4516639564,1,50,43.0935162,141.3694411
n00591,3086100155,1,50,43.0744246,141.4019293
n00592,4809277962,1,50,43.0816522,141.3860433
n00593,null,1,0,43.0762478,141.3984519
n00594,4189179146,1,50,42.9902713,141.3532901
n00595,4172632501,1,50,42.9949397,141.349623
n00596,4172628455,1,50,42.9978198,141.3498206
n00597,4243812361,1,50,42.9787268,141.3464324
n00598,4166630326,1,50,43.0034163,141.3480115
n00599,4110762786,1,50,43.0110903,141.3738966
n00600,4072657444,1,50,43.0094234,141.3650386
n00601,4401950293,1,50,42.9619229,141.3197093
n00602,4396888133,1,50,42.9807591,141.3358599
