gmlid,area,fixed,lat,lon
n11776,23,50,35.309573,136.93962
n11777,23,50,35.314544,136.932787
n11778,23,50,35.300407,136.983195
n11779,23,50,35.302241,136.975895
n11780,23,0,35.29205,136.9804
n11781,23,50,35.261078,136.931095
n11782,23,50,35.293185,136.90654
n11783,23,50,35.293816,136.929864
n11784,23,50,35.297768,136.935704
n11785,23,50,35.29486,136.989415
n11786,23,50,35.296958,137.001014
n11787,23,50,35.314573,136.976005
n11788,23,50,35.287553,136.925135
n11789,23,50,35.26927,136.887682
n11790,23,50,35.27366,136.92579
n11791,23,50,35.254391,136.788744
n11792,23,50,35.251549,136.820606
n11793,23,50,35.226441,136.80872
n11794,23,50,35.236378,136.805973
n11795,23,50,35.254673,136.833289
n11796,23,50,35.252507,136.800817
n11797,23,50,35.249999,136.796774
n11798,23,50,35.222344,136.720248
n11799,23,0,35.234201,136.732812
n11800,23,50,35.255234,136.730852
n11801,23,50,35.249485,136.736399
n11802,23,50,35.255173,136.716299
n11803,23,50,35.24408,136.692641
n11804,23,50,35.24566,136.719172
n11805,23,50,35.246604,136.755335
n11806,23,50,35.249937,136.778832
n11807,23,50,35.229135,136.819913
n11808,23,50,35.22837,136.831231
n11809,23,50,35.22124,136.785089
n11810,23,50,35.215662,136.732671
n11811,23,50,35.217404,136.750084
n11812,23,50,35.241188,136.773583
n11813,23,50,34.905747,137.608609
n11814,23,50,35.022599,137.555486
n11815,23,50,34.981922,137.558832
n11816,23,50,34.974324,137.426815
n11817,23,50,34.978408,137.476915
n11818,23,50,34.9045,137.495773
n11819,23,50,35.000601,137.664806
n11820,23,50,34.911806,137.526381
n11821,23,50,34.930555,137.548184
n11822,23,50,34.949518,137.605486
n11823,23,50,34.93426,137.576171
n11824,23,50,34.896973,137.490718
n11825,23,50,34.902696,137.52266
n11826,23,50,34.859339,137.507801
n11827,23,50,34.984472,137.52202
n11828,23,50,34.905862,137.504994
n11829,23,50,34.969336,137.613138
n11830,23,50,34.891807,137.47833
n11831,23,50,34.988721,136.908411
n11832,23,50,34.981188,136.910573
n11833,23,50,35.041437,136.90902
n11834,23,50,35.008775,136.894712
n11835,23,50,35.016247,136.888358
n11836,23,50,35.021856,136.894855
n11837,23,50,35.037216,136.89966
n11838,23,50,35.023134,136.91102
n11839,23,50,35.016468,136.928935
n11840,23,50,35.05563,136.911464
n11841,23,50,35.00742,136.882667
n11842,23,50,35.014914,136.981874
n11843,23,50,35.002748,136.933157
n11844,23,50,35.00515,136.949748
n11845,23,50,35.010525,136.965903
n11846,23,0,35.036022,136.958459
n11847,23,50,35.014699,136.953082
n11848,23,50,35.03055,136.947683
n11849,23,50,34.986149,136.870259
n11850,23,50,34.979554,136.874805
n11851,23,50,34.964889,136.867473
n11852,23,50,34.969606,136.854165
n11853,23,50,34.97439,136.907579
n11854,23,50,34.986525,136.858945
n11855,23,50,34.95126,136.829026
n11856,23,50,34.962058,136.91505
n11857,23,50,34.977394,136.84922
n11858,23,50,34.952974,136.85178
n11859,23,50,34.9995,136.873775
n11860,23,50,35.01686,137.036046
n11861,23,50,34.998669,137.062812
n11862,23,50,34.99964,137.043481
n11863,23,50,34.993197,137.065673
n11864,23,50,35.00839,137.041731
n11865,23,50,35.212253,137.01795
n11866,23,50,35.215278,137.034265
n11867,23,50,35.206336,137.019069
n11868,23,50,35.215116,137.04953
n11869,23,50,35.198563,137.039063
n11870,23,50,34.945437,136.989701
n11871,23,50,34.927649,136.98696
n11872,23,50,34.929316,136.996459
n11873,23,50,35.276881,136.871905
n11874,23,50,35.269625,136.869921
n11875,23,50,35.293073,136.872904
n11876,23,50,35.281164,136.883856
n11877,23,50,35.050399,136.999689
n11878,23,50,35.067495,137.026454
n11879,23,50,35.0698,137.000733
n11880,23,50,35.056217,136.981541
n11881,23,50,35.05127,137.01851
n11882,23,50,35.053912,136.993179
n11883,23,50,35.064146,137.0076
n11884,23,50,35.121082,137.048198
n11885,23,50,35.130515,137.037645
n11886,23,50,35.144652,137.044449
n11887,23,50,35.144707,137.025285
n11888,23,50,35.121849,137.018453
n11889,23,50,35.113517,137.041728
n11890,23,0,35.132571,137.060198
n11891,23,50,34.699468,137.277445
n11892,23,50,34.629752,137.107868
n11893,23,50,34.652706,137.157887
n11894,23,0,34.623405,137.236188
n11895,23,50,34.602831,137.171024
n11896,23,50,34.644119,137.084553
n11897,23,50,34.653192,137.274379
n11898,23,50,34.614007,137.200643
n11899,23,50,34.667786,137.264028
n11900,23,50,34.592343,137.076026
n11901,23,50,34.654676,137.206745
n11902,23,50,34.649212,137.32196
n11903,23,50,34.591935,137.12437
n11904,23,50,35.194647,136.751984
n11905,23,50,35.189031,136.73946
n11906,23,50,35.150541,136.71586
n11907,23,50,35.210215,136.715854
n11908,23,50,35.170246,136.693249
n11909,23,50,35.131688,136.762868
n11910,23,50,35.216245,136.690939
n11911,23,50,35.235921,136.83477
n11912,23,50,35.198416,136.844578
n11913,23,50,35.216224,136.83482
n11914,23,50,35.204654,136.840176
n11915,23,50,35.203166,136.870298
n11916,23,50,35.194278,136.859581
n11917,23,50,35.200626,136.863198
n11918,23,50,35.192973,136.853815
n11919,23,50,35.246028,136.88988
n11920,23,50,35.235594,136.867705
n11921,23,50,35.239969,136.896793
n11922,23,50,35.254025,136.87851
n11923,23,50,35.243227,136.865129
n11924,23,50,35.251911,136.866518
n11925,23,50,35.258484,136.856521
n11926,23,50,35.079292,136.75156
n11927,23,50,35.11826,136.756202
n11928,23,50,35.108035,136.766117
n11929,23,50,35.126676,136.732294
n11930,23,50,35.111138,136.724698
n11931,23,50,35.120233,136.713456
n11932,23,50,35.126781,137.108863
n11933,23,50,35.091136,137.07247
n11934,23,50,35.075906,137.09634
n11935,23,50,35.10352,137.094446
n11936,23,50,35.199471,136.784834
n11937,23,50,35.154918,136.797302
n11938,23,50,35.172201,136.792268
n11939,23,50,35.185309,136.787549
n11940,23,50,35.20086,136.821609
n11941,23,50,35.198242,136.82959
n11942,23,50,35.200041,136.805966
n11943,23,50,35.186807,136.829191
n11944,23,50,35.191146,137.047947
n11945,23,50,35.182175,137.049642
n11946,23,50,35.176853,137.037182
n11947,23,50,35.174148,137.030061
n11948,23,50,35.097881,137.054144
n11949,23,50,35.079633,137.045868
n11950,23,50,35.112407,137.057115
n11951,23,50,35.245691,136.915736
n11952,23,50,35.241803,136.906765
n11953,23,50,35.331929,136.906594
n11954,23,50,35.321875,136.898401
n11955,23,50,35.359851,136.914939
n11956,23,50,35.367674,136.926674
n11957,23,50,35.345265,136.898391
n11958,23,50,35.350287,136.907066
n11959,23,50,35.18335,136.817841
n11960,23,50,35.173253,136.827886
n11961,23,50,35.13373,136.794558
n11962,23,50,35.120406,136.792868
n11963,23,50,35.144284,136.78978
n11964,23,50,35.122336,136.769797
n11965,23,50,35.080819,136.786571
n11966,23,50,34.945533,136.915745
n11967,23,50,34.933897,136.925522
n11968,23,50,34.927758,136.920967
n11969,23,50,34.979863,136.969876
n11970,23,50,34.958837,136.925521
n11971,23,50,34.993139,136.964654
n11972,23,50,34.951923,136.969933
n11973,23,50,34.968948,136.963321
n11974,23,50,34.72039,136.897003
n11975,23,50,34.677675,137.006078
n11976,23,50,34.719031,136.961441
n11977,23,50,34.740053,136.87081
n11978,23,50,34.703423,136.998605
n11979,23,50,34.706063,137.010742
n11980,23,50,34.705458,136.971802
n11981,23,50,34.733112,136.934777
n11982,23,50,34.71292,136.930556
n11983,23,50,34.708534,136.922651
n11984,23,50,34.788408,136.858838
n11985,23,50,34.777162,136.912639
n11986,23,50,34.806434,136.864615
n11987,23,50,34.804854,136.918637
n11988,23,50,34.749782,136.9311
n11989,23,50,34.76916,136.846506
n11990,23,50,34.852709,136.922192
n11991,23,50,34.82852,136.915246
n11992,23,50,34.851663,136.904965
n11993,23,50,34.859911,137.167638
n11994,23,0,34.89003,137.174874
n11995,23,50,34.836026,137.178278
n11996,23,0,34.879325,137.172137
n11997,23,0,34.864704,137.155747
n11998,23,50,35.073072,137.618491
n11999,23,0,35.171444,137.6177
n12000,23,50,35.159417,137.639734
n12001,23,50,35.096597,137.571546
n12002,23,50,35.05114,137.541163
n12003,23,50,35.150797,137.539267
n12004,23,50,35.079197,137.721456
n12005,23,50,35.036428,137.716807
n12006,23,50,35.104203,137.652531
n12007,23,50,35.080874,137.684001
n12008,23,50,35.069931,137.699472
n12009,23,50,35.144237,137.707167
n12010,23,50,35.179652,137.681855
n12011,23,50,35.186453,137.73304
n12012,23,50,35.189978,137.809704
n10613,24,50,34.776137,136.440773
n10614,24,50,34.748691,136.463008
n10615,24,50,34.763569,136.428081
n10616,24,0,34.655897,136.42339
n10617,24,0,34.66341,136.453923
n10618,24,50,34.645951,136.410854
n10619,24,50,34.654639,136.430623
n10620,24,50,34.624507,136.39095
n10621,24,0,34.731749,136.47594
n10622,24,50,34.742668,136.496755
n10623,24,50,34.75978,136.507454
n10624,24,50,34.666298,136.528369
n10625,24,50,34.666694,136.519355
n10626,24,50,34.72688,136.510899
n10627,24,50,34.733101,136.512482
n10628,24,50,34.718104,136.518759
n10629,24,50,34.805315,136.547088
n10630,24,50,34.78679,136.542783
n10631,24,50,34.788479,136.522067
n10632,24,50,34.73381,136.499587
n10633,24,50,34.710233,136.507725
n10634,24,50,34.678035,136.479322
n10635,24,50,34.673838,136.470194
n10636,24,0,34.689878,136.406816
n10637,24,50,34.746654,136.520604
n10638,24,50,34.811896,136.428816
n10639,24,50,34.827441,136.418846
n10640,24,50,34.678813,136.448312
n10641,24,50,34.730539,136.508621
n10642,24,50,34.743574,136.520566
n10643,24,50,34.645504,136.537739
n10644,24,50,34.667749,136.512596
n10645,24,50,34.792884,136.462557
n10646,24,50,34.805396,136.469707
n10647,24,50,34.706379,136.371518
n10648,24,50,34.728039,136.460503
n10649,24,50,34.677451,136.419752
n10650,24,50,34.742461,136.515092
n10651,24,50,34.677331,136.502624
n10652,24,50,34.660492,136.482896
n10653,24,50,34.655798,136.466214
n10654,24,0,34.770631,136.487901
n10655,24,50,34.718798,136.509788
n10656,24,50,34.742266,136.485207
n10657,24,50,34.69621,136.512775
n10658,24,50,34.69108,136.499207
n10659,24,50,34.704301,136.509205
n10660,24,50,34.721381,136.488624
n10661,24,50,34.643601,136.350026
n10662,24,50,34.622083,136.317788
n10663,24,50,34.663993,136.367254
n10664,24,50,34.646496,136.330285
n10665,24,50,34.761687,136.529879
n10666,24,50,34.773096,136.529619
n10667,24,50,34.717409,136.499595
n10668,24,50,34.510899,136.258101
n10669,24,50,34.555617,136.34157
n10670,24,50,34.515515,136.300309
n10671,24,50,34.511979,136.23862
n10672,24,50,34.531869,136.193749
n10673,24,50,34.594626,136.304903
n10674,24,50,34.566726,136.274376
n10675,24,50,34.734938,136.413293
n10676,24,50,34.718627,136.391829
n10677,24,50,34.743283,136.361545
n10678,24,50,34.708742,136.440853
n10679,24,50,34.714766,136.462469
n10680,24,50,34.708828,136.513732
n10681,24,50,34.987909,136.636911
n10682,24,50,34.967051,136.627079
n10683,24,50,34.917221,136.596221
n10684,24,50,34.933582,136.624886
n10685,24,50,34.954439,136.551113
n10686,24,50,34.983742,136.566473
n10687,24,50,34.986241,136.533925
n10688,24,50,34.992932,136.530637
n10689,24,50,34.945052,136.574194
n10690,24,50,34.987714,136.587333
n10691,24,50,35.035763,136.589024
n10692,24,50,34.943746,136.526004
n10693,24,50,34.954023,136.57825
n10694,24,50,34.953247,136.624496
n10695,24,50,34.926137,136.586333
n10696,24,50,34.995296,136.614801
n10697,24,50,35.00949,136.655631
n10698,24,50,34.968966,136.591832
n10699,24,0,34.967276,136.619743
n10700,24,50,34.97127,136.479175
n10701,24,50,34.970856,136.616913
n10702,24,50,34.971983,136.623675
n10703,24,50,35.009258,136.559043
n10704,24,50,34.958384,136.609247
n10705,24,50,34.978209,136.567473
n10706,24,50,35.022016,136.635743
n10707,24,50,34.993081,136.547278
n10708,24,50,34.970883,136.602359
n10709,24,50,35.032706,136.605416
n10710,24,50,35.046689,136.559139
n10711,24,50,34.931082,136.618581
n10712,24,50,34.935609,136.59786
n10713,24,50,34.992825,136.59547
n10714,24,50,35.004379,136.600302
n10715,24,50,34.9748,136.6323
n10716,24,50,35.002685,136.654381
n10717,24,50,34.90636,136.633128
n10718,24,50,34.94933,136.604053
n10719,24,50,34.938886,136.57225
n10720,24,50,34.959913,136.633023
n10721,24,50,34.979845,136.587883
n10722,24,50,34.963551,136.620774
n10723,24,50,35.009056,136.660575
n10724,24,50,34.994214,136.632244
n10725,24,50,34.969495,136.632467
n10726,24,50,34.978049,136.619662
n10727,24,50,34.983521,136.624134
n10728,24,50,35.00774,136.649354
n10729,24,0,34.496564,136.706765
n10730,24,50,34.464056,136.722832
n10731,24,50,34.405533,136.67195
n10732,24,50,34.495135,136.715583
n10733,24,50,34.487636,136.717388
n10734,24,50,34.48011,136.722027
n10735,24,50,34.498218,136.696751
n10736,24,0,34.507022,136.709028
n10737,24,50,34.498302,136.73347
n10738,24,50,34.463096,136.659638
n10739,24,50,34.505466,136.675475
n10740,24,0,34.529962,136.661476
n10741,24,50,34.490578,136.660282
n10742,24,50,34.434947,136.660727
n10743,24,50,34.492107,136.697307
n10744,24,50,34.511828,136.736191
n10745,24,50,34.47546,136.710825
n10746,24,50,34.503578,136.717193
n10747,24,50,34.549321,136.683362
n10748,24,50,34.496315,136.703261
n10749,24,50,34.526132,136.742162
n10750,24,50,34.476889,136.759745
n10751,24,50,34.49096,136.689514
n10752,24,50,34.527075,136.708971
n10753,24,50,34.517344,136.748641
n10754,24,50,34.505149,136.774281
n10755,24,50,34.488164,136.707334
n10756,24,50,34.555178,136.525099
n10757,24,50,34.555483,136.55077
n10758,24,50,34.565152,136.536241
n10759,24,50,34.497484,136.476052
n10760,24,50,34.619935,136.461735
n10761,24,50,34.553332,136.376142
n10762,24,50,34.60097,136.430732
n10763,24,50,34.624395,136.482925
n10764,24,50,34.63583,136.474601
n10765,24,50,34.547729,136.533869
n10766,24,50,34.538014,136.518766
n10767,24,50,34.567153,136.525216
n10768,24,50,34.56701,136.510739
n10769,24,50,34.59132,136.473349
n10770,24,50,34.614958,136.511426
n10771,24,50,34.483101,136.442636
n10772,24,50,34.642167,136.509228
n10773,24,50,34.503323,136.510852
n10774,24,50,34.571343,136.529293
n10775,24,50,34.576619,136.492879
n10776,24,50,34.572288,136.542319
n10777,24,50,34.586665,136.575092
n10778,24,50,34.577764,136.568292
n10779,24,50,34.583286,136.522015
n10780,24,50,34.59323,136.522348
n10781,24,50,34.625855,136.516471
n10782,24,50,34.523598,136.476438
n10783,24,50,34.591183,136.547608
n10784,24,50,34.579083,136.536717
n10785,24,0,34.602174,136.539013
n10786,24,50,34.589927,136.595619
n10787,24,50,34.569594,136.534487
n10788,24,50,34.575093,136.532987
n10789,24,50,34.428382,136.331912
n10790,24,50,34.409564,136.222722
n10791,24,50,34.388336,136.222478
n10792,24,50,34.422014,136.141602
n10793,24,50,34.471947,136.401244
n10794,24,50,34.452299,136.392419
n10795,24,50,34.546459,136.583677
n10796,24,50,34.580009,136.531625
n10797,24,0,34.537565,136.395653
n10798,24,50,34.550059,136.502318
n10799,24,50,35.051046,136.681842
n10800,24,50,35.059431,136.700959
n10801,24,50,35.098153,136.661866
n10802,24,50,35.060483,136.63937
n10803,24,50,35.057666,136.688011
n10804,24,50,35.064787,136.674476
n10805,24,50,35.074067,136.656463
n10806,24,50,35.059846,136.662296
n10807,24,50,35.134088,136.649906
n10808,24,50,35.136074,136.63683
n10809,24,50,35.123688,136.620917
n10810,24,50,35.078288,136.639853
n10811,24,50,35.062791,136.687794
n10812,24,50,35.105627,136.699507
n10813,24,50,35.055372,136.715651
n10814,24,50,35.09426,136.701736
n10815,24,50,35.066166,136.693284
n10816,24,50,35.05098,136.639505
n10817,24,50,35.059569,136.692988
n10818,24,50,35.071649,136.617994
n10819,24,50,35.077372,136.673545
n10820,24,50,35.05993,136.676295
n10821,24,0,35.067905,136.685387
n10822,24,50,34.9298,136.478954
n10823,24,50,34.813092,136.568724
n10824,24,50,34.836811,136.55762
n10825,24,50,34.924553,136.535892
n10826,24,50,34.891889,136.531365
n10827,24,50,34.827425,136.525322
n10828,24,50,34.858142,136.5112
n10829,24,50,34.818591,136.497231
n10830,24,50,34.96061,136.457925
n10831,24,50,34.875974,136.548503
n10832,24,50,34.825313,136.58139
n10833,24,50,34.91262,136.549134
n10834,24,50,34.865976,136.619998
n10835,24,50,34.874168,136.529575
n10836,24,50,34.884556,136.580501
n10837,24,50,34.879973,136.573807
n10838,24,50,34.900305,136.547863
n10839,24,50,34.891862,136.62708
n10840,24,50,34.846338,136.577223
n10841,24,50,34.862142,136.589722
n10842,24,50,34.839534,136.596833
n10843,24,0,34.915718,136.468109
n10844,24,50,34.864287,136.544051
n10845,24,50,34.854414,136.581145
n10846,24,50,34.879947,136.623247
n10847,24,50,34.839062,136.584411
n10848,24,50,34.831557,136.592734
n10849,24,50,34.635977,136.162667
n10850,24,50,34.608039,136.128499
n10851,24,50,34.60046,136.061732
n10852,24,50,34.621909,136.093864
n10853,24,50,34.622857,136.126599
n10854,24,50,34.644703,136.116836
n10855,24,50,34.638348,136.123029
n10856,24,50,34.66518,136.1293
n10857,24,50,34.601438,136.0722
n10858,24,50,34.565564,136.084861
n10859,24,50,34.653767,136.083142
n10860,24,50,34.634158,136.110195
n10861,24,50,34.628173,136.155363
n10862,24,50,34.589108,136.171913
n10863,24,50,34.665738,136.110555
n10864,24,50,34.636417,136.090094
n10865,24,50,34.60832,136.101661
n10866,24,50,34.623325,136.086809
n10867,24,50,33.975223,136.188398
n10868,24,50,34.014479,136.25444
n10869,24,50,34.061369,136.210746
n10870,24,50,33.986579,136.241403
n10871,24,50,33.999732,136.209084
n10872,24,50,34.102024,136.268826
n10873,24,50,33.998092,136.257348
n10874,24,50,34.072862,136.196028
n10875,24,50,34.075597,136.190482
n10876,24,50,34.831227,136.449293
n10877,24,50,34.86853,136.491312
n10878,24,50,34.840573,136.321164
n10879,24,50,34.87861,136.361857
n10880,24,50,34.852781,136.391463
n10881,24,50,34.85084,136.449881
n10882,24,50,34.896775,136.473677
n10883,24,50,34.826645,136.469818
n10884,24,50,34.852642,136.454486
n10885,24,50,34.876305,136.414962
n10886,24,0,34.858475,136.427918
n10887,24,50,34.856574,136.463513
n10888,24,50,34.89933,136.437987
n10889,24,50,34.443574,136.889208
n10890,24,50,34.446172,136.84449
n10891,24,50,34.484644,136.858579
n10892,24,50,34.498909,136.834439
n10893,24,50,34.549971,136.98081
n10894,24,50,34.499029,136.901345
n10895,24,50,34.391401,136.907569
n10896,24,50,34.480331,136.828887
n10897,24,50,34.483556,136.843294
n10898,24,50,34.476418,136.845322
n10899,24,50,34.513943,136.853403
n10900,24,50,34.528848,136.901082
n10901,24,50,33.890659,136.097733
n10902,24,50,33.926992,135.980739
n10903,24,50,33.893076,136.128399
n10904,24,50,33.903108,135.963248
n10905,24,50,33.876089,135.916816
n10906,24,50,33.806507,135.88043
n10907,24,50,33.977686,136.052735
n10908,24,50,33.985107,136.041861
n10909,24,50,33.929448,136.146018
n10910,24,50,33.951463,136.007361
n10911,24,50,33.940404,136.180976
n10912,24,50,33.940471,136.078949
n10913,24,50,33.940319,136.096177
n10914,24,0,33.960365,136.105296
n10915,24,50,33.890215,136.104011
n10916,24,50,33.874476,136.086513
n10917,24,50,33.925109,136.172699
n10918,24,50,35.111109,136.562644
n10919,24,50,35.104361,136.506728
n10920,24,50,35.122643,136.525724
n10921,24,50,35.080092,136.554944
n10922,24,50,35.106395,136.538223
n10923,24,50,35.216548,136.455758
n10924,24,50,35.193496,136.493726
n10925,24,50,35.15675,136.500142
n10926,24,50,35.170415,136.478081
n10927,24,50,35.181372,136.485169
n10928,24,50,35.150418,136.520032
n10929,24,50,35.132086,136.512308
n10930,24,50,35.184664,136.524695
n10931,24,0,35.137086,136.537889
n10932,24,50,34.359682,136.897251
n10933,24,50,34.328044,136.820731
n10934,24,50,34.316915,136.884694
n10935,24,50,34.336427,136.874677
n10936,24,50,34.307457,136.818482
n10937,24,50,34.300383,136.860241
n10938,24,50,34.354674,136.836515
n10939,24,50,34.369921,136.859473
n10940,24,50,34.360235,136.875321
n10941,24,50,34.370841,136.803285
n10942,24,50,34.363352,136.833353
n10943,24,50,34.257248,136.793128
n10944,24,0,34.276495,136.768668
n10945,24,0,34.255349,136.827831
n10946,24,50,34.253218,136.845106
n10947,24,50,34.258728,136.808129
n10948,24,50,34.289122,136.811274
n10949,24,50,34.270894,136.865508
n10950,24,50,34.279446,136.893767
n10951,24,50,34.298725,136.883403
n10952,24,50,34.315406,136.775027
n10953,24,50,34.295964,136.748197
n10954,24,50,34.669795,136.179799
n10955,24,50,34.682341,136.208045
n10956,24,50,34.767063,136.28176
n10957,24,50,34.733703,136.247822
n10958,24,50,34.715548,136.152643
n10959,24,50,34.82394,136.212397
n10960,24,50,34.74552,136.181874
n10961,24,50,34.843416,136.12877
n10962,24,50,34.778782,136.098885
n10963,24,50,34.87083,136.174003
n10964,24,50,34.662548,136.192324
n10965,24,50,34.681716,136.152943
n10966,24,50,34.699417,136.115512
n10967,24,50,34.773741,136.153896
n10968,24,50,34.632123,136.21864
n10969,24,50,34.80108,136.166816
n10970,24,50,34.788508,136.124579
n10971,24,50,34.730314,136.12277
n10972,24,50,34.760231,136.129403
n10973,24,50,34.768447,136.132346
n10974,24,50,34.756917,136.134703
n10975,24,50,34.76609,136.128521
n10976,24,50,34.766812,136.137049
n10977,24,50,34.851102,136.203308
n10978,24,50,34.819486,136.115368
n10979,24,0,34.799341,136.205647
n10980,24,50,34.738935,136.10576
n10981,24,50,34.765756,136.105023
n10982,24,50,34.838707,136.240576
n10983,24,50,34.765894,136.056167
n10984,24,50,34.828295,136.176159
n10985,24,50,34.705879,136.186525
n10986,24,50,34.763951,136.216116
n10987,24,50,34.705528,136.094176
n10988,24,50,34.757667,136.145674
n10989,24,50,35.076069,136.731928
n10990,24,50,35.075446,136.607993
n10991,24,50,35.099169,136.596177
n10992,24,50,35.095175,136.600745
n10993,24,50,35.091092,136.576859
n10994,24,50,35.058312,136.600439
n10995,24,50,35.087703,136.587219
n10996,24,50,35.070164,136.573524
n10997,24,50,35.079981,136.594441
n10998,24,50,35.051594,136.526447
n10999,24,50,35.023987,136.538641
n11000,24,50,35.012821,136.515476
n11001,24,50,35.015486,136.448233
n11002,24,50,35.022459,136.511004
n11003,24,50,35.031735,136.49681
n11004,24,50,35.015858,136.500506
n11005,24,50,35.067872,136.503737
n11006,24,50,35.036808,136.660598
n11007,24,50,35.016406,136.661019
n11008,24,50,35.022183,136.669935
n11009,24,50,34.466493,136.471745
n11010,24,50,34.460968,136.469784
n11011,24,50,34.482521,136.548099
n11012,24,50,34.50263,136.543238
n11013,24,50,34.514521,136.56686
n11014,24,50,34.477617,136.490867
n11015,24,0,34.565367,136.626476
n11016,24,50,34.547543,136.625645
n11017,24,50,34.56056,136.654609
n11018,24,50,34.536682,136.609786
n11019,24,50,34.526712,136.647256
n11020,24,50,34.517272,136.625446
n11021,24,50,34.584039,136.630394
n11022,24,50,34.381122,136.369953
n11023,24,50,34.420952,136.479083
n11024,24,50,34.385328,136.302153
n11025,24,50,34.362531,136.334946
n11026,24,50,34.392418,136.405447
n11027,24,50,34.342699,136.282957
n11028,24,50,34.44285,136.51206
n11029,24,50,34.38528,136.441861
n11030,24,50,34.294106,136.222158
n11031,24,50,34.478861,136.583017
n11032,24,50,34.490689,136.639728
n11033,24,50,34.476354,136.649161
n11034,24,50,34.505659,136.636062
n11035,24,50,34.435295,136.624726
n11036,24,50,34.404892,136.605066
n11037,24,50,34.437554,136.555681
n11038,24,50,34.35251,136.588903
n11039,24,50,34.339405,136.408829
n11040,24,50,34.392798,136.471917
n11041,24,50,34.21566,136.401706
n11042,24,50,34.29666,136.39838
n11043,24,50,34.278348,136.360164
n11044,24,50,34.362727,136.418808
n11045,24,50,34.276503,136.581508
n11046,24,50,34.346402,136.643715
n11047,24,50,34.286904,136.511441
n11048,24,50,34.256546,136.460502
n11049,24,50,34.34954,136.703089
n11050,24,50,34.277169,136.499417
n11051,24,50,34.343302,136.72965
n11052,24,50,34.362233,136.710255
n11053,24,50,34.29245,136.649753
n11054,24,50,34.297937,136.690918
n11055,24,50,34.286479,136.53938
n11056,24,50,34.318738,136.656093
n11057,24,50,34.259074,136.493916
n11058,24,50,34.287433,136.56524
n11059,24,50,34.314336,136.672773
n11060,24,50,34.107082,136.239968
n11061,24,50,34.111601,136.22456
n11062,24,50,34.137984,136.218872
n11063,24,50,34.112055,136.29988
n11064,24,50,34.128109,136.28652
n11065,24,50,34.129493,136.2685
n11066,24,50,34.167256,136.280836
n11067,24,50,34.202061,136.33662
n11068,24,50,34.211118,136.310419
n11069,24,50,34.226128,136.324295
n11070,24,50,34.210646,136.339059
n11071,24,50,33.802086,136.042163
n11072,24,50,33.830803,136.050932
n11073,24,50,33.85305,135.97866
n11074,24,50,33.853856,136.04946
n11075,24,50,33.757839,136.023962
n11076,24,50,33.735509,136.009962
n11077,24,50,33.746734,136.011525
n11078,24,50,33.735661,135.989579
n11079,24,50,33.781198,135.984299
n10352,25,50,35.042806,135.864264
n10353,25,50,34.979228,135.899601
n10354,25,0,35.136323,135.883454
n10355,25,50,34.982398,135.933758
n10356,25,50,34.975509,135.901872
n10357,25,50,35.062943,135.874568
n10358,25,50,35.244755,135.867436
n10359,25,50,35.014421,135.859404
n10360,25,50,34.929403,135.922093
n10361,25,50,34.995256,135.892151
n10362,25,50,35.006699,135.861959
n10363,25,50,35.004686,135.870429
n10364,25,50,35.107521,135.880983
n10365,25,50,35.109354,135.893953
n10366,25,50,35.029808,135.854932
n10367,25,50,35.139101,135.922061
n10368,25,50,35.004811,135.863515
n10369,25,50,35.017754,135.85471
n10370,25,50,35.137768,135.914868
n10371,25,50,34.96812,135.894095
n10372,25,50,35.123566,135.920484
n10373,25,50,35.072442,135.871901
n10374,25,50,34.974815,135.916204
n10375,25,50,35.046861,135.859625
n10376,25,50,35.004616,135.873986
n10377,25,50,35.132941,135.910668
n10378,25,50,34.971982,135.908955
n10379,25,50,34.961427,135.907371
n10380,25,50,34.954121,135.904758
n10381,25,50,34.944123,135.897428
n10382,25,50,35.006477,135.87418
n10383,25,50,34.982481,135.920398
n10384,25,50,34.910821,135.913372
n10385,25,50,34.952455,135.894956
n10386,25,50,34.988341,135.894012
n10387,25,50,35.01081,135.858404
n10388,25,50,34.992665,135.836258
n10389,25,50,35.048417,135.86418
n10390,25,50,34.999894,135.833767
n10391,25,50,34.944068,135.907038
n10392,25,50,35.036585,135.857126
n10393,25,50,35.081052,135.876761
n10394,25,50,34.999465,135.881841
n10395,25,50,35.070109,135.884733
n10396,25,50,35.030887,135.831323
n10397,25,50,35.012044,135.863412
n10398,25,50,34.984313,135.888568
n10399,25,50,34.960264,135.959057
n10400,25,50,35.253839,135.971921
n10401,25,50,34.998083,135.876408
n10402,25,50,35.110521,135.920756
n10403,25,50,35.20315,135.923702
n10404,25,50,35.089634,135.894787
n10405,25,50,35.156928,135.920853
n10406,25,50,35.254374,136.257501
n10407,25,50,35.264762,136.255556
n10408,25,50,35.206813,136.200927
n10409,25,50,35.259429,136.27
n10410,25,50,35.235598,136.256835
n10411,25,50,35.272046,136.260874
n10412,25,50,35.24612,136.250331
n10413,25,50,35.27926,136.260611
n10414,25,50,35.275288,136.247362
n10415,25,50,35.25301,136.202645
n10416,25,50,35.228196,136.21733
n10417,25,50,35.24593,136.239836
n10418,25,50,35.265189,136.240492
n10419,25,50,35.270011,136.25625
n10420,25,50,35.278816,136.282858
n10421,25,50,35.21775,136.17818
n10422,25,50,35.224625,136.2255
n10423,25,50,35.233763,136.215783
